사용량종합현황,,,,,,,
,,,,,,,
일시,,,,,,2014년 08월 02일,
고객번호,,,,,,01-35375163,
성명,,,,,,***,
상호,,,,,,한양대학교병원　　　,
,,,,,,,
총사용량,,"54,568.08 kWh",최대수요,"2,906.88 kW",무효전력량,,
역률최대,,지상 : 22시 00분 97.98 %,역률최소,지상 : 12시 30분 96.67 %,"지상 : 12,456.72 kVarh",,
,,진상 : 24시 00분 100.00 %,,진상 : 24시 00분 100.00 %,진상 : 0.00 kVarh,,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
1,"1,854.48","1,911.36",373.44,0,-,100,
2,"1,813.92","1,834.56",354.24,0,-,100,
3,"1,799.76","1,843.20",346.08,0,-,100,
4,"1,761.12","1,772.16",338.4,0,-,100,
5,"1,838.16","1,856.64",357.6,0,-,100,
6,"2,046.24","2,106.24",399.6,0,-,100,
7,"2,176.56","2,192.64",420.48,0,-,100,
8,"2,478.48","2,653.44",604.8,0,-,100,
9,"2,732.16","2,751.36",679.92,0,-,100,
10,"2,775.12","2,795.52",688.56,0,97.06,-,
11,"2,857.68","2,902.08",715.92,0,97,-,
12,"2,850.48","2,906.88",718.56,0,96.97,-,
13,"2,761.92","2,865.60",725.04,0,96.72,-,
14,"2,544.24","2,573.76",643.68,0,96.95,-,
15,"2,460.48","2,522.88",608.4,0,97.08,-,
16,"2,438.16","2,463.36",594.72,0,97.15,-,
17,"2,396.16","2,454.72",567.36,0,97.31,-,
18,"2,342.64","2,376.00",554.88,0,97.31,-,
19,"2,244.24","2,302.08",509.52,0,97.52,-,
20,"2,246.16","2,275.20",517.92,0,97.44,-,
21,"2,161.44","2,216.64",481.44,0,97.61,-,
22,"2,075.52","2,119.68",432.48,0,97.9,-,
23,"1,991.76","2,029.44",415.92,0,97.89,-,
24,"1,921.20","1,942.08",407.76,0,-,100,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
15,477.84,"1,911.36",102.24,0,97.79,100,
30,460.56,"1,842.24",93.36,0,98.01,100,
45,456.72,"1,826.88",88.32,0,98.18,100,
100,459.36,"1,837.44",89.52,0,98.15,100,
115,458.64,"1,834.56",90,0,98.13,100,
130,453.36,"1,813.44",90.96,0,98.05,100,
145,449.76,"1,799.04",86.64,0,98.19,100,
200,452.16,"1,808.64",86.64,0,98.21,100,
215,460.8,"1,843.20",94.8,0,97.95,100,
230,448.56,"1,794.24",85.68,0,98.22,100,
245,445.68,"1,782.72",81.84,0,98.36,100,
300,444.72,"1,778.88",83.76,0,98.27,100,
315,437.76,"1,751.04",84.24,0,98.2,100,
330,442.08,"1,768.32",84.96,0,98.2,100,
345,438.24,"1,752.96",83.04,0,98.25,100,
400,443.04,"1,772.16",86.16,0,98.16,100,
415,452.16,"1,808.64",90.24,0,98.07,100,
430,464.16,"1,856.64",93.84,0,98.02,100,
445,457.92,"1,831.68",86.16,0,98.28,100,
500,463.92,"1,855.68",87.36,0,98.27,100,
515,486.48,"1,945.92",93.6,0,98.2,100,
530,513.84,"2,055.36",102.72,0,98.06,100,
545,519.36,"2,077.44",100.32,0,98.19,100,
600,526.56,"2,106.24",102.96,0,98.14,100,
615,541.2,"2,164.80",111.12,0,97.96,100,
630,546,"2,184.00",105.84,0,98.17,100,
645,541.2,"2,164.80",98.4,0,98.39,100,
700,548.16,"2,192.64",105.12,0,98.21,100,
715,565.2,"2,260.80",117.12,0,97.92,100,
730,611.28,"2,445.12",148.08,0,97.19,100,
745,638.64,"2,554.56",163.44,0,96.88,100,
800,663.36,"2,653.44",176.16,0,96.65,100,
815,674.64,"2,698.56",172.56,0,96.88,100,
830,682.32,"2,729.28",169.44,0,97.05,100,
845,687.36,"2,749.44",165.36,0,97.23,100,
900,687.84,"2,751.36",172.56,0,96.99,100,
915,697.92,"2,791.68",180.24,0,96.82,100,
930,698.88,"2,795.52",173.28,0,97.06,100,
945,692.64,"2,770.56",170.4,0,97.1,100,
1000,685.68,"2,742.72",164.64,0,97.24,100,
1015,697.92,"2,791.68",168.24,0,97.22,100,
1030,721.2,"2,884.80",180.72,0,97,100,
1045,725.52,"2,902.08",186.72,0,96.84,100,
1100,713.04,"2,852.16",180.24,0,96.95,100,
1115,709.92,"2,839.68",176.4,0,97.05,100,
1130,702.72,"2,810.88",173.04,0,97.1,100,
1145,711.12,"2,844.48",178.8,0,96.98,100,
1200,726.72,"2,906.88",190.32,0,96.74,100,
1215,716.4,"2,865.60",190.08,0,96.66,100,
1230,696,"2,784.00",184.08,0,96.68,100,
1245,685.44,"2,741.76",178.56,0,96.77,100,
1300,664.08,"2,656.32",172.32,0,96.79,100,
1315,635.52,"2,542.08",157.92,0,97.05,100,
1330,643.44,"2,573.76",165.6,0,96.84,100,
1345,639.36,"2,557.44",163.2,0,96.89,100,
1400,625.92,"2,503.68",156.96,0,97,100,
1415,630.72,"2,522.88",158.64,0,96.98,100,
1430,622.56,"2,490.24",154.32,0,97.06,100,
1445,603.84,"2,415.36",144.48,0,97.25,100,
1500,603.36,"2,413.44",150.96,0,97.01,100,
1515,611.04,"2,444.16",156.24,0,96.88,100,
1530,607.44,"2,429.76",149.04,0,97.12,100,
1545,615.84,"2,463.36",146.16,0,97.3,100,
1600,603.84,"2,415.36",143.28,0,97.3,100,
1615,601.44,"2,405.76",144.96,0,97.22,100,
1630,613.68,"2,454.72",150.96,0,97.11,100,
1645,595.68,"2,382.72",138.24,0,97.41,100,
1700,585.36,"2,341.44",133.2,0,97.51,100,
1715,583.68,"2,334.72",134.88,0,97.43,100,
1730,594,"2,376.00",141.12,0,97.29,100,
1745,586.08,"2,344.32",142.08,0,97.19,100,
1800,578.88,"2,315.52",136.8,0,97.32,100,
1815,575.52,"2,302.08",134.88,0,97.36,100,
1830,557.76,"2,231.04",123.6,0,97.63,100,
1845,556.8,"2,227.20",125.76,0,97.54,100,
1900,554.16,"2,216.64",125.28,0,97.54,100,
1915,562.8,"2,251.20",130.8,0,97.4,100,
1930,568.8,"2,275.20",132.24,0,97.4,100,
1945,561.36,"2,245.44",131.04,0,97.38,100,
2000,553.2,"2,212.80",123.84,0,97.58,100,
2015,541.2,"2,164.80",119.52,0,97.65,100,
2030,554.16,"2,216.64",126.96,0,97.47,100,
2045,539.28,"2,157.12",119.28,0,97.64,100,
2100,526.8,"2,107.20",115.68,0,97.67,100,
2115,529.92,"2,119.68",113.04,0,97.8,100,
2130,524.88,"2,099.52",111.36,0,97.82,100,
2145,510.72,"2,042.88",104.64,0,97.96,100,
2200,510,"2,040.00",103.44,0,98,100,
2215,507.36,"2,029.44",104.16,0,97.96,100,
2230,496.32,"1,985.28",102.96,0,97.92,100,
2245,490.8,"1,963.20",102,0,97.91,100,
2300,497.28,"1,989.12",106.8,0,97.77,100,
2315,485.52,"1,942.08",102.72,0,97.83,100,
2330,483.12,"1,932.48",102.72,0,97.81,100,
2345,476.4,"1,905.60",101.76,0,97.79,100,
2400,476.16,"1,904.64",100.56,0,97.84,100,
,,,,,,,
확인자,,,,,,(印),
