사용량종합현황,,,,,,,
,,,,,,,
일시,,,,,,2015년 06월 30일,
고객번호,,,,,,01-35375163,
성명,,,,,,***,
상호,,,,,,한양대학교병원　　　,
,,,,,,,
총사용량,,"56,757.60 kWh",최대수요,"3,201.60 kW",무효전력량,,
역률최대,,지상 : 21시 30분 96.49 %,역률최소,지상 : 18시 00분 95.84 %,"지상 : 15,444.48 kVarh",,
,,진상 : 24시 00분 100.00 %,,진상 : 24시 00분 100.00 %,진상 : 0.00 kVarh,,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
1,"1,876.32","1,898.88",517.2,0,-,100,
2,"1,632.96","1,776.00",365.04,0,-,100,
3,"1,449.12","1,480.32",283.92,0,-,100,
4,"1,409.76","1,419.84",267.36,0,-,100,
5,"1,476.48","1,550.40",280.56,0,-,100,
6,"1,691.52","1,776.00",346.32,0,-,100,
7,"1,832.88","1,935.36",354.48,0,-,100,
8,"2,246.16","2,511.36",529.92,0,-,100,
9,"3,050.64","3,163.20",892.56,0,-,100,
10,"3,121.44","3,142.08",919.92,0,95.92,-,
11,"3,140.40","3,171.84",906.96,0,96.07,-,
12,"3,168.00","3,201.60",929.04,0,95.96,-,
13,"3,117.12","3,130.56",913.68,0,95.96,-,
14,"3,129.84","3,139.20",904.32,0,96.07,-,
15,"3,076.56","3,110.40",903.6,0,95.95,-,
16,"3,006.96","3,082.56",878.88,0,95.98,-,
17,"2,945.76","2,954.88",864.48,0,95.95,-,
18,"2,730.24","2,903.04",802.8,0,95.94,-,
19,"2,345.76","2,473.92",672,0,96.13,-,
20,"2,255.28","2,291.52",649.68,0,96.09,-,
21,"2,144.88","2,152.32",620.64,0,96.06,-,
22,"2,048.64","2,089.92",560.16,0,96.46,-,
23,"1,966.08","2,005.44",551.76,0,96.28,-,
24,"1,894.80","1,921.92",529.2,0,-,100,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
15,468.24,"1,872.96",126.72,0,96.53,100,
30,474.72,"1,898.88",133.92,0,96.24,100,
45,473.04,"1,892.16",135.36,0,96.14,100,
100,460.32,"1,841.28",121.2,0,96.7,100,
115,444,"1,776.00",106.8,0,97.23,100,
130,409.68,"1,638.72",91.68,0,97.59,100,
145,401.28,"1,605.12",90.24,0,97.56,100,
200,378,"1,512.00",76.32,0,98.02,100,
215,370.08,"1,480.32",72.24,0,98.15,100,
230,363.84,"1,455.36",72.48,0,98.07,100,
245,355.2,"1,420.80",68.4,0,98.2,100,
300,360,"1,440.00",70.8,0,98.12,100,
315,352.32,"1,409.28",66.72,0,98.25,100,
330,353.76,"1,415.04",67.2,0,98.24,100,
345,348.72,"1,394.88",65.28,0,98.29,100,
400,354.96,"1,419.84",68.16,0,98.21,100,
415,356.16,"1,424.64",67.92,0,98.23,100,
430,363.12,"1,452.48",68.16,0,98.28,100,
445,369.6,"1,478.40",69.84,0,98.26,100,
500,387.6,"1,550.40",74.64,0,98.2,100,
515,395.52,"1,582.08",77.76,0,98.12,100,
530,421.92,"1,687.68",89.52,0,97.82,100,
545,444,"1,776.00",95.52,0,97.76,100,
600,430.08,"1,720.32",83.52,0,98.17,100,
615,433.68,"1,734.72",82.32,0,98.25,100,
630,453.36,"1,813.44",85.92,0,98.25,100,
645,462,"1,848.00",86.88,0,98.28,100,
700,483.84,"1,935.36",99.36,0,97.96,100,
715,501.84,"2,007.36",103.92,0,97.92,100,
730,528,"2,112.00",116.88,0,97.64,100,
745,588.48,"2,353.92",144.72,0,97.11,100,
800,627.84,"2,511.36",164.4,0,96.74,100,
815,723.36,"2,893.44",209.76,0,96.04,100,
830,770.16,"3,080.64",231.12,0,95.78,100,
845,790.8,"3,163.20",228.96,0,96.05,100,
900,766.32,"3,065.28",222.72,0,96.03,100,
915,776.4,"3,105.60",227.28,0,95.97,100,
930,774.24,"3,096.96",228.96,0,95.89,100,
945,785.28,"3,141.12",230.4,0,95.96,100,
1000,785.52,"3,142.08",233.28,0,95.86,100,
1015,780.72,"3,122.88",228.24,0,95.98,100,
1030,775.44,"3,101.76",222.48,0,96.12,100,
1045,791.28,"3,165.12",227.04,0,96.12,100,
1100,792.96,"3,171.84",229.2,0,96.07,100,
1115,791.04,"3,164.16",233.04,0,95.92,100,
1130,792.24,"3,168.96",229.68,0,96.05,100,
1145,784.32,"3,137.28",225.36,0,96.11,100,
1200,800.4,"3,201.60",240.96,0,95.75,100,
1215,782.64,"3,130.56",229.44,0,95.96,100,
1230,776.4,"3,105.60",226.8,0,95.99,100,
1245,780.72,"3,122.88",230.4,0,95.91,100,
1300,777.36,"3,109.44",227.04,0,95.99,100,
1315,784.8,"3,139.20",228.48,0,96.01,100,
1330,780,"3,120.00",222.48,0,96.16,100,
1345,784.08,"3,136.32",224.4,0,96.14,100,
1400,780.96,"3,123.84",228.96,0,95.96,100,
1415,777.6,"3,110.40",230.64,0,95.87,100,
1430,760.08,"3,040.32",221.52,0,96.01,100,
1445,764.16,"3,056.64",222.96,0,96,100,
1500,774.72,"3,098.88",228.48,0,95.92,100,
1515,770.64,"3,082.56",233.76,0,95.69,100,
1530,756,"3,024.00",220.56,0,96,100,
1545,741.36,"2,965.44",212.88,0,96.12,100,
1600,738.96,"2,955.84",211.68,0,96.13,100,
1615,738.72,"2,954.88",215.28,0,96.01,100,
1630,737.28,"2,949.12",217.2,0,95.92,100,
1645,733.92,"2,935.68",216.96,0,95.9,100,
1700,735.84,"2,943.36",215.04,0,95.99,100,
1715,725.76,"2,903.04",208.8,0,96.1,100,
1730,703.92,"2,815.68",206.88,0,95.94,100,
1745,663.12,"2,652.48",198.72,0,95.79,100,
1800,637.44,"2,549.76",188.4,0,95.9,100,
1815,618.48,"2,473.92",183.6,0,95.87,100,
1830,586.08,"2,344.32",166.08,0,96.21,100,
1845,575.04,"2,300.16",161.76,0,96.26,100,
1900,566.16,"2,264.64",160.56,0,96.21,100,
1915,572.88,"2,291.52",168.48,0,95.94,100,
1930,572.88,"2,291.52",163.44,0,96.16,100,
1945,557.28,"2,229.12",158.4,0,96.19,100,
2000,552.24,"2,208.96",159.36,0,96.08,100,
2015,535.68,"2,142.72",154.8,0,96.07,100,
2030,538.08,"2,152.32",155.04,0,96.09,100,
2045,533.76,"2,135.04",155.76,0,96,100,
2100,537.36,"2,149.44",155.04,0,96.08,100,
2115,522.48,"2,089.92",142.56,0,96.47,100,
2130,510,"2,040.00",138.48,0,96.51,100,
2145,507.84,"2,031.36",137.76,0,96.51,100,
2200,508.32,"2,033.28",141.36,0,96.34,100,
2215,491.52,"1,966.08",134.88,0,96.43,100,
2230,493.2,"1,972.80",138.24,0,96.29,100,
2245,501.36,"2,005.44",143.52,0,96.14,100,
2300,480,"1,920.00",135.12,0,96.26,100,
2315,480.48,"1,921.92",133.68,0,96.34,100,
2330,472.32,"1,889.28",132.24,0,96.3,100,
2345,474.72,"1,898.88",132.48,0,96.32,100,
2400,467.28,"1,869.12",130.8,0,96.3,100,
,,,,,,,
확인자,,,,,,(印),
