사용량종합현황,,,,,,,
,,,,,,,
일시,,,,,,2015년 02월 12일,
고객번호,,,,,,01-35375163,
성명,,,,,,***,
상호,,,,,,한양대학교병원　　　,
,,,,,,,
총사용량,,"48,384.48 kWh",최대수요,"2,660.16 kW",무효전력량,,
역률최대,,지상 : 18시 30분 97.48 %,역률최소,지상 : 22시 30분 96.53 %,"지상 : 11,892.00 kVarh",,
,,진상 : 24시 00분 100.00 %,,진상 : 24시 00분 100.00 %,진상 : 0.00 kVarh,,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
1,"1,435.44","1,453.44",372.24,0,-,100,
2,"1,416.48","1,464.00",356.16,0,-,100,
3,"1,389.60","1,407.36",334.08,0,-,100,
4,"1,418.40","1,450.56",351.84,0,-,100,
5,"1,512.48","1,552.32",342.72,0,-,100,
6,"1,632.72","1,676.16",371.76,0,-,100,
7,"1,833.36","1,940.16",420.96,0,-,100,
8,"2,090.64","2,208.00",510.24,0,-,100,
9,"2,428.08","2,523.84",619.68,0,-,100,
10,"2,587.44","2,636.16",649.44,0,96.99,-,
11,"2,606.64","2,645.76",653.52,0,97,-,
12,"2,612.88","2,660.16",647.52,0,97.06,-,
13,"2,535.12","2,564.16",620.16,0,97.14,-,
14,"2,553.60","2,589.12",622.08,0,97.16,-,
15,"2,525.04","2,538.24",592.8,0,97.35,-,
16,"2,500.56","2,579.52",601.68,0,97.23,-,
17,"2,447.76","2,532.48",583.68,0,97.27,-,
18,"2,263.20","2,382.72",538.56,0,97.28,-,
19,"2,010.00","2,037.12",478.32,0,97.28,-,
20,"1,904.40","1,938.24",486,0,96.89,-,
21,"1,802.88","1,832.64",452.64,0,96.99,-,
22,"1,713.60","1,728.00",430.56,0,96.99,-,
23,"1,609.20","1,684.80",432.96,0,96.57,-,
24,"1,554.96","1,568.64",422.4,0,-,100,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
15,363.36,"1,453.44",93.84,0,96.82,100,
30,359.28,"1,437.12",93.84,0,96.75,100,
45,356.64,"1,426.56",91.44,0,96.87,100,
100,356.16,"1,424.64",93.12,0,96.75,100,
115,354.48,"1,417.92",89.28,0,96.97,100,
130,366,"1,464.00",94.08,0,96.85,100,
145,352.08,"1,408.32",88.32,0,96.99,100,
200,343.92,"1,375.68",84.48,0,97.11,100,
215,351.84,"1,407.36",87.36,0,97.05,100,
230,349.2,"1,396.80",82.8,0,97.3,100,
245,345.84,"1,383.36",81.84,0,97.31,100,
300,342.72,"1,370.88",82.08,0,97.25,100,
315,345.12,"1,380.48",83.04,0,97.23,100,
330,349.92,"1,399.68",84.24,0,97.22,100,
345,360.72,"1,442.88",91.92,0,96.9,100,
400,362.64,"1,450.56",92.64,0,96.89,100,
415,368.88,"1,475.52",86.64,0,97.35,100,
430,373.44,"1,493.76",84.48,0,97.54,100,
445,382.08,"1,528.32",85.44,0,97.59,100,
500,388.08,"1,552.32",86.16,0,97.62,100,
515,395.28,"1,581.12",91.2,0,97.44,100,
530,404.16,"1,616.64",92.4,0,97.48,100,
545,419.04,"1,676.16",96.24,0,97.46,100,
600,414.24,"1,656.96",91.92,0,97.63,100,
615,430.32,"1,721.28",97.68,0,97.52,100,
630,446.64,"1,786.56",102.24,0,97.48,100,
645,471.36,"1,885.44",108.72,0,97.44,100,
700,485.04,"1,940.16",112.32,0,97.42,100,
715,494.4,"1,977.60",114.48,0,97.42,100,
730,519.6,"2,078.40",129.12,0,97.05,100,
745,524.64,"2,098.56",130.32,0,97.05,100,
800,552,"2,208.00",136.32,0,97.08,100,
815,577.92,"2,311.68",145.92,0,96.96,100,
830,602.64,"2,410.56",152.4,0,96.95,100,
845,616.56,"2,466.24",157.92,0,96.87,100,
900,630.96,"2,523.84",163.44,0,96.8,100,
915,643.2,"2,572.80",167.28,0,96.78,100,
930,638.16,"2,552.64",159.6,0,97.01,100,
945,647.04,"2,588.16",157.44,0,97.16,100,
1000,659.04,"2,636.16",165.12,0,97,100,
1015,661.44,"2,645.76",167.04,0,96.96,100,
1030,650.64,"2,602.56",161.04,0,97.07,100,
1045,647.76,"2,591.04",164.64,0,96.92,100,
1100,646.8,"2,587.20",160.8,0,97.05,100,
1115,662.64,"2,650.56",169.92,0,96.87,100,
1130,665.04,"2,660.16",171.36,0,96.84,100,
1145,649.68,"2,598.72",153.6,0,97.32,100,
1200,635.52,"2,542.08",152.64,0,97.23,100,
1215,641.04,"2,564.16",153.36,0,97.26,100,
1230,639.6,"2,558.40",156.48,0,97.14,100,
1245,624.48,"2,497.92",154.08,0,97.09,100,
1300,630,"2,520.00",156.24,0,97.06,100,
1315,636,"2,544.00",155.76,0,97.13,100,
1330,647.28,"2,589.12",168.72,0,96.77,100,
1345,635.04,"2,540.16",151.44,0,97.27,100,
1400,635.28,"2,541.12",146.16,0,97.45,100,
1415,634.56,"2,538.24",148.32,0,97.38,100,
1430,630.48,"2,521.92",146.88,0,97.39,100,
1445,632.88,"2,531.52",148.56,0,97.35,100,
1500,627.12,"2,508.48",149.04,0,97.29,100,
1515,611.52,"2,446.08",142.8,0,97.38,100,
1530,612.48,"2,449.92",145.2,0,97.3,100,
1545,631.68,"2,526.72",153.6,0,97.17,100,
1600,644.88,"2,579.52",160.08,0,97.05,100,
1615,633.12,"2,532.48",156.24,0,97.09,100,
1630,616.56,"2,466.24",146.64,0,97.29,100,
1645,598.56,"2,394.24",140.4,0,97.36,100,
1700,599.52,"2,398.08",140.4,0,97.37,100,
1715,595.68,"2,382.72",142.32,0,97.26,100,
1730,595.2,"2,380.80",146.4,0,97.11,100,
1745,548.88,"2,195.52",126.72,0,97.44,100,
1800,523.44,"2,093.76",123.12,0,97.34,100,
1815,509.28,"2,037.12",118.56,0,97.4,100,
1830,506.16,"2,024.64",114,0,97.56,100,
1845,497.04,"1,988.16",119.04,0,97.25,100,
1900,497.52,"1,990.08",126.72,0,96.91,100,
1915,484.56,"1,938.24",126.24,0,96.77,100,
1930,469.2,"1,876.80",116.4,0,97.06,100,
1945,470.88,"1,883.52",120.24,0,96.89,100,
2000,479.76,"1,919.04",123.12,0,96.86,100,
2015,457.2,"1,828.80",111.84,0,97.14,100,
2030,458.16,"1,832.64",115.68,0,96.96,100,
2045,444.24,"1,776.96",112.08,0,96.96,100,
2100,443.28,"1,773.12",113.04,0,96.9,100,
2115,428.88,"1,715.52",106.08,0,97.07,100,
2130,422.4,"1,689.60",102,0,97.21,100,
2145,432,"1,728.00",108,0,97.01,100,
2200,430.32,"1,721.28",114.48,0,96.64,100,
2215,421.2,"1,684.80",116.4,0,96.39,100,
2230,404.4,"1,617.60",107.04,0,96.67,100,
2245,392.4,"1,569.60",105.12,0,96.59,100,
2300,391.2,"1,564.80",104.4,0,96.62,100,
2315,388.32,"1,553.28",102.24,0,96.7,100,
2330,383.76,"1,535.04",102.24,0,96.63,100,
2345,390.72,"1,562.88",109.44,0,96.29,100,
2400,392.16,"1,568.64",108.48,0,96.38,100,
,,,,,,,
확인자,,,,,,(印),
