사용량종합현황,,,,,,,
,,,,,,,
일시,,,,,,2014년 12월 05일,
고객번호,,,,,,01-35375163,
성명,,,,,,***,
상호,,,,,,한양대학교병원　　　,
,,,,,,,
총사용량,,"48,720.00 kWh",최대수요,"2,692.80 kW",무효전력량,,
역률최대,,지상 : 18시 00분 97.48 %,역률최소,지상 : 23시 00분 96.77 %,"지상 : 11,997.36 kVarh",,
,,진상 : 24시 00분 100.00 %,,진상 : 24시 00분 100.00 %,진상 : 0.00 kVarh,,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
1,"1,442.88","1,457.28",369.6,0,-,100,
2,"1,438.56","1,465.92",372,0,-,100,
3,"1,438.32","1,469.76",367.68,0,-,100,
4,"1,441.68","1,459.20",379.68,0,-,100,
5,"1,567.92","1,618.56",406.08,0,-,100,
6,"1,669.20","1,726.08",383.52,0,-,100,
7,"1,886.40","1,921.92",438.24,0,-,100,
8,"2,145.84","2,280.00",527.76,0,-,100,
9,"2,466.24","2,584.32",622.32,0,-,100,
10,"2,610.72","2,627.52",644.88,0,97.08,-,
11,"2,642.40","2,662.08",655.92,0,97.05,-,
12,"2,651.52","2,692.80",656.88,0,97.07,-,
13,"2,572.32","2,639.04",657.6,0,96.88,-,
14,"2,536.08","2,579.52",612.24,0,97.21,-,
15,"2,511.36","2,547.84",612.96,0,97.15,-,
16,"2,468.16","2,509.44",590.4,0,97.26,-,
17,"2,431.92","2,460.48",578.88,0,97.28,-,
18,"2,305.92","2,434.56",538.08,0,97.38,-,
19,"2,025.12","2,096.64",485.04,0,97.25,-,
20,"1,918.08","1,948.80",456,0,97.29,-,
21,"1,816.80","1,843.20",454.08,0,97.02,-,
22,"1,686.48","1,721.28",406.08,0,97.22,-,
23,"1,563.12","1,594.56",403.92,0,96.82,-,
24,"1,482.96","1,496.64",377.52,0,-,100,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
15,357.84,"1,431.36",89.52,0,97.01,100,
30,364.32,"1,457.28",94.56,0,96.79,100,
45,363.6,"1,454.40",94.8,0,96.77,100,
100,357.12,"1,428.48",90.72,0,96.92,100,
115,355.68,"1,422.72",87.6,0,97.1,100,
130,366.48,"1,465.92",98.64,0,96.56,100,
145,357.6,"1,430.40",93.84,0,96.73,100,
200,358.8,"1,435.20",91.92,0,96.87,100,
215,367.44,"1,469.76",98.16,0,96.61,100,
230,354.96,"1,419.84",88.56,0,97.03,100,
245,358.08,"1,432.32",90.24,0,96.97,100,
300,357.84,"1,431.36",90.72,0,96.93,100,
315,358.8,"1,435.20",93.84,0,96.75,100,
330,358.32,"1,433.28",93.6,0,96.75,100,
345,359.76,"1,439.04",94.56,0,96.71,100,
400,364.8,"1,459.20",97.68,0,96.6,100,
415,381.84,"1,527.36",100.56,0,96.7,100,
430,384.48,"1,537.92",98.64,0,96.86,100,
445,396.96,"1,587.84",103.2,0,96.78,100,
500,404.64,"1,618.56",103.68,0,96.87,100,
515,403.2,"1,612.80",96.96,0,97.23,100,
530,413.76,"1,655.04",95.52,0,97.44,100,
545,420.72,"1,682.88",94.08,0,97.59,100,
600,431.52,"1,726.08",96.96,0,97.57,100,
615,451.2,"1,804.80",101.76,0,97.55,100,
630,478.8,"1,915.20",117.84,0,97.1,100,
645,475.92,"1,903.68",110.88,0,97.39,100,
700,480.48,"1,921.92",107.76,0,97.58,100,
715,502.8,"2,011.20",113.28,0,97.55,100,
730,520.32,"2,081.28",126.72,0,97.16,100,
745,552.72,"2,210.88",140.64,0,96.91,100,
800,570,"2,280.00",147.12,0,96.83,100,
815,586.8,"2,347.20",148.56,0,96.94,100,
830,608.64,"2,434.56",153.12,0,96.98,100,
845,624.72,"2,498.88",152.88,0,97.13,100,
900,646.08,"2,584.32",167.76,0,96.79,100,
915,650.16,"2,600.64",165.12,0,96.92,100,
930,652.32,"2,609.28",160.32,0,97.11,100,
945,656.88,"2,627.52",161.28,0,97.12,100,
1000,651.36,"2,605.44",158.16,0,97.18,100,
1015,663.84,"2,655.36",169.44,0,96.89,100,
1030,652.56,"2,610.24",158.88,0,97.16,100,
1045,660.48,"2,641.92",163.2,0,97.08,100,
1100,665.52,"2,662.08",164.4,0,97.08,100,
1115,673.2,"2,692.80",170.64,0,96.93,100,
1130,670.32,"2,681.28",168.48,0,96.98,100,
1145,654,"2,616.00",156.48,0,97.25,100,
1200,654,"2,616.00",161.28,0,97.09,100,
1215,659.76,"2,639.04",170.16,0,96.83,100,
1230,637.92,"2,551.68",165.6,0,96.79,100,
1245,635.28,"2,541.12",159.12,0,97,100,
1300,639.36,"2,557.44",162.72,0,96.91,100,
1315,644.88,"2,579.52",161.76,0,97,100,
1330,641.04,"2,564.16",156.24,0,97.16,100,
1345,622.56,"2,490.24",146.16,0,97.35,100,
1400,627.6,"2,510.40",148.08,0,97.33,100,
1415,616.8,"2,467.20",143.76,0,97.39,100,
1430,628.56,"2,514.24",152.88,0,97.17,100,
1445,629.04,"2,516.16",156.72,0,97.03,100,
1500,636.96,"2,547.84",159.6,0,97,100,
1515,625.2,"2,500.80",149.28,0,97.27,100,
1530,596.64,"2,386.56",137.76,0,97.44,100,
1545,618.96,"2,475.84",147.6,0,97.27,100,
1600,627.36,"2,509.44",155.76,0,97.05,100,
1615,612,"2,448.00",149.04,0,97.16,100,
1630,604.8,"2,419.20",143.04,0,97.32,100,
1645,600,"2,400.00",140.64,0,97.36,100,
1700,615.12,"2,460.48",146.16,0,97.29,100,
1715,608.64,"2,434.56",144.48,0,97.3,100,
1730,600.24,"2,400.96",142.32,0,97.3,100,
1745,563.52,"2,254.08",129.12,0,97.47,100,
1800,533.52,"2,134.08",122.16,0,97.48,100,
1815,524.16,"2,096.64",128.16,0,97.14,100,
1830,507.12,"2,028.48",118.32,0,97.38,100,
1845,495.6,"1,982.40",116.16,0,97.36,100,
1900,498.24,"1,992.96",122.4,0,97.11,100,
1915,487.2,"1,948.80",117.6,0,97.21,100,
1930,474.24,"1,896.96",110.16,0,97.41,100,
1945,477.84,"1,911.36",112.08,0,97.36,100,
2000,478.8,"1,915.20",116.16,0,97.18,100,
2015,457.2,"1,828.80",111.6,0,97.15,100,
2030,460.8,"1,843.20",115.68,0,96.99,100,
2045,450.24,"1,800.96",113.04,0,96.99,100,
2100,448.56,"1,794.24",113.76,0,96.93,100,
2115,426.24,"1,704.96",102.24,0,97.24,100,
2130,424.8,"1,699.20",101.04,0,97.29,100,
2145,430.32,"1,721.28",107.52,0,97.02,100,
2200,405.12,"1,620.48",95.28,0,97.34,100,
2215,396.48,"1,585.92",98.16,0,97.07,100,
2230,398.64,"1,594.56",105.84,0,96.65,100,
2245,383.76,"1,535.04",97.92,0,96.9,100,
2300,384.24,"1,536.96",102,0,96.65,100,
2315,374.16,"1,496.64",95.28,0,96.91,100,
2330,371.28,"1,485.12",93.36,0,96.98,100,
2345,369.36,"1,477.44",93.6,0,96.94,100,
2400,368.16,"1,472.64",95.28,0,96.81,100,
,,,,,,,
확인자,,,,,,(印),
