사용량종합현황,,,,,,,
,,,,,,,
일시,,,,,,2015년 02월 23일,
고객번호,,,,,,01-35375163,
성명,,,,,,***,
상호,,,,,,한양대학교병원　　　,
,,,,,,,
총사용량,,"47,032.80 kWh",최대수요,"2,611.20 kW",무효전력량,,
역률최대,,지상 : 19시 00분 97.55 %,역률최소,지상 : 12시 30분 96.88 %,"지상 : 11,430.96 kVarh",,
,,진상 : 24시 00분 100.00 %,,진상 : 24시 00분 100.00 %,진상 : 0.00 kVarh,,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
1,"1,397.52","1,426.56",354.72,0,-,100,
2,"1,382.40","1,398.72",348.48,0,-,100,
3,"1,392.72","1,396.80",377.04,0,-,100,
4,"1,392.24","1,395.84",340.8,0,-,100,
5,"1,475.04","1,490.88",354,0,-,100,
6,"1,630.32","1,699.20",359.04,0,-,100,
7,"1,856.64","1,981.44",429.12,0,-,100,
8,"2,107.44","2,258.88",522.24,0,-,100,
9,"2,395.20","2,496.96",580.56,0,-,100,
10,"2,538.24","2,570.88",606,0,97.27,-,
11,"2,546.16","2,611.20",601.2,0,97.32,-,
12,"2,548.56","2,611.20",617.76,0,97.19,-,
13,"2,474.16","2,532.48",615.36,0,97.04,-,
14,"2,415.60","2,445.12",574.56,0,97.29,-,
15,"2,453.04","2,489.28",599.28,0,97.14,-,
16,"2,379.84","2,407.68",581.28,0,97.14,-,
17,"2,315.04","2,343.36",566.4,0,97.14,-,
18,"2,169.36","2,266.56",535.44,0,97.09,-,
19,"1,949.52","2,042.88",458.16,0,97.35,-,
20,"1,806.48","1,866.24",423.84,0,97.36,-,
21,"1,741.20","1,752.00",414.48,0,97.28,-,
22,"1,683.84","1,724.16",419.28,0,97.04,-,
23,"1,509.84","1,553.28",381.6,0,96.95,-,
24,"1,472.40","1,491.84",370.32,0,-,100,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
15,356.64,"1,426.56",92.4,0,96.8,100,
30,351.36,"1,405.44",89.52,0,96.9,100,
45,346.08,"1,384.32",88.32,0,96.89,100,
100,343.44,"1,373.76",84.48,0,97.11,100,
115,345.6,"1,382.40",86.64,0,97,100,
130,343.44,"1,373.76",87.12,0,96.93,100,
145,349.68,"1,398.72",89.04,0,96.91,100,
200,343.68,"1,374.72",85.68,0,97.03,100,
215,347.76,"1,391.04",96.48,0,96.36,100,
230,349.2,"1,396.80",103.92,0,95.85,100,
245,348,"1,392.00",91.68,0,96.7,100,
300,347.76,"1,391.04",84.96,0,97.14,100,
315,346.8,"1,387.20",84.96,0,97.13,100,
330,348.24,"1,392.96",86.64,0,97.04,100,
345,348.24,"1,392.96",83.76,0,97.23,100,
400,348.96,"1,395.84",85.44,0,97.13,100,
415,367.2,"1,468.80",91.92,0,97.01,100,
430,370.56,"1,482.24",91.2,0,97.1,100,
445,364.56,"1,458.24",84.96,0,97.39,100,
500,372.72,"1,490.88",85.92,0,97.44,100,
515,391.2,"1,564.80",90.48,0,97.43,100,
530,410.16,"1,640.64",91.68,0,97.59,100,
545,404.16,"1,616.64",84.96,0,97.86,100,
600,424.8,"1,699.20",91.92,0,97.74,100,
615,435.36,"1,741.44",96.72,0,97.62,100,
630,446.4,"1,785.60",102,0,97.49,100,
645,479.52,"1,918.08",111.6,0,97.4,100,
700,495.36,"1,981.44",118.8,0,97.24,100,
715,503.76,"2,015.04",118.8,0,97.33,100,
730,514.8,"2,059.20",124.32,0,97.21,100,
745,524.16,"2,096.64",131.28,0,97,100,
800,564.72,"2,258.88",147.84,0,96.74,100,
815,580.08,"2,320.32",147.12,0,96.93,100,
830,588,"2,352.00",139.92,0,97.28,100,
845,602.88,"2,411.52",142.32,0,97.32,100,
900,624.24,"2,496.96",151.2,0,97.19,100,
915,632.4,"2,529.60",152.64,0,97.21,100,
930,624.24,"2,496.96",147.12,0,97.33,100,
945,638.88,"2,555.52",152.4,0,97.27,100,
1000,642.72,"2,570.88",153.84,0,97.25,100,
1015,642,"2,568.00",155.76,0,97.18,100,
1030,620.88,"2,483.52",142.56,0,97.46,100,
1045,630.48,"2,521.92",141.6,0,97.57,100,
1100,652.8,"2,611.20",161.28,0,97.08,100,
1115,652.8,"2,611.20",161.28,0,97.08,100,
1130,644.16,"2,576.64",156.96,0,97.16,100,
1145,631.92,"2,527.68",152.16,0,97.22,100,
1200,619.68,"2,478.72",147.36,0,97.29,100,
1215,627.36,"2,509.44",157.44,0,96.99,100,
1230,633.12,"2,532.48",164.88,0,96.77,100,
1245,609.6,"2,438.40",149.76,0,97.11,100,
1300,604.08,"2,416.32",143.28,0,97.3,100,
1315,602.4,"2,409.60",143.76,0,97.27,100,
1330,611.28,"2,445.12",149.52,0,97.14,100,
1345,611.28,"2,445.12",144,0,97.34,100,
1400,590.64,"2,362.56",137.28,0,97.4,100,
1415,614.88,"2,459.52",149.04,0,97.19,100,
1430,610.08,"2,440.32",149.04,0,97.14,100,
1445,605.76,"2,423.04",148.32,0,97.13,100,
1500,622.32,"2,489.28",152.88,0,97.11,100,
1515,592.32,"2,369.28",138.72,0,97.37,100,
1530,588.48,"2,353.92",143.52,0,97.15,100,
1545,601.92,"2,407.68",151.2,0,96.99,100,
1600,597.12,"2,388.48",147.84,0,97.07,100,
1615,585.84,"2,343.36",140.16,0,97.26,100,
1630,576.48,"2,305.92",142.32,0,97.09,100,
1645,576.24,"2,304.96",138.96,0,97.21,100,
1700,576.48,"2,305.92",144.96,0,96.98,100,
1715,566.64,"2,266.56",142.56,0,96.98,100,
1730,553.44,"2,213.76",136.8,0,97.08,100,
1745,533.52,"2,134.08",132.48,0,97.05,100,
1800,515.76,"2,063.04",123.6,0,97.25,100,
1815,510.72,"2,042.88",123.6,0,97.19,100,
1830,505.92,"2,023.68",124.08,0,97.12,100,
1845,474.96,"1,899.84",107.04,0,97.55,100,
1900,457.92,"1,831.68",103.44,0,97.54,100,
1915,454.8,"1,819.20",107.04,0,97.34,100,
1930,466.56,"1,866.24",111.36,0,97.27,100,
1945,447.36,"1,789.44",103.2,0,97.44,100,
2000,437.76,"1,751.04",102.24,0,97.38,100,
2015,435.36,"1,741.44",102.24,0,97.35,100,
2030,431.76,"1,727.04",98.64,0,97.49,100,
2045,438,"1,752.00",106.08,0,97.19,100,
2100,436.08,"1,744.32",107.52,0,97.09,100,
2115,431.04,"1,724.16",107.52,0,97.03,100,
2130,413.28,"1,653.12",99.84,0,97.2,100,
2145,421.2,"1,684.80",103.68,0,97.1,100,
2200,418.32,"1,673.28",108.24,0,96.81,100,
2215,388.32,"1,553.28",98.88,0,96.91,100,
2230,379.2,"1,516.80",95.28,0,96.99,100,
2245,371.04,"1,484.16",93.6,0,96.96,100,
2300,371.28,"1,485.12",93.84,0,96.95,100,
2315,369.12,"1,476.48",90.72,0,97.11,100,
2330,372.96,"1,491.84",94.08,0,96.96,100,
2345,365.52,"1,462.08",90.72,0,97.06,100,
2400,364.8,"1,459.20",94.8,0,96.79,100,
,,,,,,,
확인자,,,,,,(印),
