사용량종합현황,,,,,,,
,,,,,,,
일시,,,,,,2014년 09월 02일,
고객번호,,,,,,01-35375163,
성명,,,,,,***,
상호,,,,,,한양대학교병원　　　,
,,,,,,,
총사용량,,"56,185.92 kWh",최대수요,"3,083.52 kW",무효전력량,,
역률최대,,지상 : 23시 00분 98.83 %,역률최소,지상 : 15시 30분 97.45 %,"지상 : 11,032.08 kVarh",,
,,진상 : 24시 00분 100.00 %,,진상 : 24시 00분 100.00 %,진상 : 0.00 kVarh,,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
1,"1,723.20","1,749.12",273.6,0,-,100,
2,"1,702.80","1,714.56",276.72,0,-,100,
3,"1,674.72","1,709.76",270.72,0,-,100,
4,"1,663.68","1,698.24",268.32,0,-,100,
5,"1,760.16","1,809.60",277.92,0,-,100,
6,"1,946.64","1,999.68",307.68,0,-,100,
7,"2,099.28","2,143.68",349.92,0,-,100,
8,"2,513.28","2,653.44",535.2,0,-,100,
9,"2,882.64","2,968.32",630.48,0,-,100,
10,"3,016.56","3,083.52",651.6,0,97.75,-,
11,"3,026.64","3,083.52",660.24,0,97.7,-,
12,"2,989.20","3,038.40",645.36,0,97.75,-,
13,"2,931.84","3,026.88",652.32,0,97.61,-,
14,"2,941.44","2,946.24",636.48,0,97.74,-,
15,"2,973.12","2,988.48",655.68,0,97.65,-,
16,"2,986.56","3,020.16",666,0,97.6,-,
17,"2,831.76","2,856.96",582.72,0,97.95,-,
18,"2,609.76","2,783.04",535.2,0,97.96,-,
19,"2,270.40","2,336.64",439.44,0,98.18,-,
20,"2,149.68","2,177.28",416.16,0,98.18,-,
21,"2,009.52","2,064.96",361.44,0,98.42,-,
22,"1,943.76","1,967.04",352.8,0,98.39,-,
23,"1,805.76","1,878.72",301.44,0,98.64,-,
24,"1,733.52","1,749.12",284.64,0,-,100,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
15,432.24,"1,728.96",71.28,0,98.67,100,
30,437.28,"1,749.12",71.28,0,98.7,100,
45,427.68,"1,710.72",66,0,98.83,100,
100,426,"1,704.00",65.04,0,98.85,100,
115,428.64,"1,714.56",69.36,0,98.72,100,
130,424.56,"1,698.24",68.88,0,98.71,100,
145,421.68,"1,686.72",67.44,0,98.75,100,
200,427.92,"1,711.68",71.04,0,98.65,100,
215,427.44,"1,709.76",73.2,0,98.57,100,
230,416.64,"1,666.56",65.04,0,98.8,100,
245,417.12,"1,668.48",66.24,0,98.76,100,
300,413.52,"1,654.08",66.24,0,98.74,100,
315,413.52,"1,654.08",68.16,0,98.67,100,
330,413.28,"1,653.12",68.16,0,98.67,100,
345,412.32,"1,649.28",66.48,0,98.72,100,
400,424.56,"1,698.24",65.52,0,98.83,100,
415,431.76,"1,727.04",68.88,0,98.75,100,
430,438.48,"1,753.92",72,0,98.68,100,
445,437.52,"1,750.08",66.96,0,98.85,100,
500,452.4,"1,809.60",70.08,0,98.82,100,
515,468,"1,872.00",73.92,0,98.78,100,
530,486.48,"1,945.92",77.76,0,98.75,100,
545,492.24,"1,968.96",75.36,0,98.85,100,
600,499.92,"1,999.68",80.64,0,98.72,100,
615,517.2,"2,068.80",92.4,0,98.44,100,
630,520.08,"2,080.32",86.88,0,98.63,100,
645,526.08,"2,104.32",82.56,0,98.79,100,
700,535.92,"2,143.68",88.08,0,98.68,100,
715,582.96,"2,331.84",114.48,0,98.13,100,
730,624.72,"2,498.88",139.44,0,97.6,100,
745,642.24,"2,568.96",137.04,0,97.8,100,
800,663.36,"2,653.44",144.24,0,97.72,100,
815,687.6,"2,750.40",151.44,0,97.66,100,
830,720.96,"2,883.84",159.6,0,97.64,100,
845,732,"2,928.00",159.6,0,97.7,100,
900,742.08,"2,968.32",159.84,0,97.76,100,
915,770.88,"3,083.52",173.04,0,97.57,100,
930,765.36,"3,061.44",168.96,0,97.65,100,
945,746.64,"2,986.56",158.16,0,97.83,100,
1000,733.68,"2,934.72",151.44,0,97.94,100,
1015,752.88,"3,011.52",160.08,0,97.81,100,
1030,753.36,"3,013.44",163.92,0,97.71,100,
1045,770.88,"3,083.52",173.04,0,97.57,100,
1100,749.52,"2,998.08",163.2,0,97.71,100,
1115,738.96,"2,955.84",156.96,0,97.82,100,
1130,731.28,"2,925.12",148.8,0,97.99,100,
1145,759.36,"3,037.44",166.08,0,97.69,100,
1200,759.6,"3,038.40",173.52,0,97.49,100,
1215,756.72,"3,026.88",180,0,97.29,100,
1230,735.84,"2,943.36",163.44,0,97.62,100,
1245,720.24,"2,880.96",153.36,0,97.81,100,
1300,719.04,"2,876.16",155.52,0,97.74,100,
1315,736.32,"2,945.28",164.88,0,97.58,100,
1330,733.44,"2,933.76",158.4,0,97.75,100,
1345,736.56,"2,946.24",158.4,0,97.76,100,
1400,735.12,"2,940.48",154.8,0,97.85,100,
1415,737.76,"2,951.04",162.72,0,97.65,100,
1430,747.12,"2,988.48",165.84,0,97.62,100,
1445,743.52,"2,974.08",162.72,0,97.69,100,
1500,744.72,"2,978.88",164.4,0,97.65,100,
1515,755.04,"3,020.16",173.76,0,97.45,100,
1530,751.68,"3,006.72",173.28,0,97.44,100,
1545,745.92,"2,983.68",164.88,0,97.64,100,
1600,733.92,"2,935.68",154.08,0,97.87,100,
1615,714.24,"2,856.96",146.88,0,97.95,100,
1630,702.96,"2,811.84",139.68,0,98.08,100,
1645,704.88,"2,819.52",144.48,0,97.96,100,
1700,709.68,"2,838.72",151.68,0,97.79,100,
1715,695.76,"2,783.04",145.68,0,97.88,100,
1730,674.88,"2,699.52",135.84,0,98.03,100,
1745,645.12,"2,580.48",134.16,0,97.91,100,
1800,594,"2,376.00",119.52,0,98.04,100,
1815,584.16,"2,336.64",120.24,0,97.95,100,
1830,576,"2,304.00",110.88,0,98.2,100,
1845,564.72,"2,258.88",107.52,0,98.24,100,
1900,545.52,"2,182.08",100.8,0,98.34,100,
1915,544.32,"2,177.28",103.92,0,98.23,100,
1930,539.76,"2,159.04",103.44,0,98.21,100,
1945,527.28,"2,109.12",99.84,0,98.25,100,
2000,538.32,"2,153.28",108.96,0,98.01,100,
2015,516.24,"2,064.96",94.56,0,98.36,100,
2030,505.44,"2,021.76",90.96,0,98.42,100,
2045,496.08,"1,984.32",87.84,0,98.47,100,
2100,491.76,"1,967.04",88.08,0,98.43,100,
2115,486.24,"1,944.96",85.92,0,98.47,100,
2130,491.76,"1,967.04",90,0,98.37,100,
2145,489.6,"1,958.40",91.92,0,98.28,100,
2200,476.16,"1,904.64",84.96,0,98.45,100,
2215,469.68,"1,878.72",87.12,0,98.32,100,
2230,455.52,"1,822.08",78.24,0,98.56,100,
2245,444.24,"1,776.96",71.52,0,98.73,100,
2300,436.32,"1,745.28",64.56,0,98.92,100,
2315,435.12,"1,740.48",67.68,0,98.81,100,
2330,432.48,"1,729.92",69.12,0,98.75,100,
2345,428.64,"1,714.56",69.84,0,98.7,100,
2400,437.28,"1,749.12",78,0,98.45,100,
,,,,,,,
확인자,,,,,,(印),
