사용량종합현황,,,,,,,
,,,,,,,
일시,,,,,,2015년 06월 04일,
고객번호,,,,,,01-35375163,
성명,,,,,,***,
상호,,,,,,한양대학교병원　　　,
,,,,,,,
총사용량,,"51,070.80 kWh",최대수요,"3,004.80 kW",무효전력량,,
역률최대,,지상 : 20시 30분 97.07 %,역률최소,지상 : 12시 30분 96.27 %,"지상 : 12,335.52 kVarh",,
,,진상 : 24시 00분 100.00 %,,진상 : 24시 00분 100.00 %,진상 : 0.00 kVarh,,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
1,"1,360.08","1,389.12",247.44,0,-,100,
2,"1,294.56","1,322.88",216.48,0,-,100,
3,"1,266.48","1,295.04",219.36,0,-,100,
4,"1,274.16","1,308.48",220.08,0,-,100,
5,"1,341.84","1,365.12",234.96,0,-,100,
6,"1,436.64","1,493.76",240.48,0,-,100,
7,"1,585.20","1,669.44",273.12,0,-,100,
8,"1,934.40","2,074.56",392.16,0,-,100,
9,"2,330.40","2,549.76",509.52,0,-,100,
10,"2,899.20","2,916.48",742.08,0,96.88,-,
11,"2,923.44","2,962.56",759.12,0,96.79,-,
12,"2,952.96","2,988.48",796.08,0,96.55,-,
13,"2,954.64","3,004.80",811.44,0,96.43,-,
14,"2,950.08","2,981.76",776.64,0,96.71,-,
15,"2,913.12","2,939.52",780.24,0,96.6,-,
16,"2,851.20","2,894.40",791.52,0,96.36,-,
17,"2,771.52","2,830.08",734.4,0,96.66,-,
18,"2,534.88","2,682.24",651.36,0,96.85,-,
19,"2,228.64","2,296.32",587.28,0,96.7,-,
20,"2,089.92","2,144.64",549.36,0,96.71,-,
21,"2,005.20","2,048.64",497.04,0,97.06,-,
22,"1,888.08","1,905.60",486,0,96.84,-,
23,"1,734.72","1,765.44",444.48,0,96.87,-,
24,"1,549.44","1,742.40",374.88,0,-,100,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
