사용량종합현황,,,,,,,
,,,,,,,
일시,,,,,,2015년 05월 16일,
고객번호,,,,,,01-35375163,
성명,,,,,,***,
상호,,,,,,한양대학교병원　　　,
,,,,,,,
총사용량,,"37,257.12 kWh",최대수요,"2,030.40 kW",무효전력량,,
역률최대,,지상 : 20시 30분 97.26 %,역률최소,지상 : 13시 00분 96.40 %,"지상 : 9,039.84 kVarh",,
,,진상 : 24시 00분 100.00 %,,진상 : 24시 00분 100.00 %,진상 : 0.00 kVarh,,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
1,"1,296.00","1,321.92",330.72,0,-,100,
2,"1,247.52","1,292.16",278.64,0,-,100,
3,"1,200.24","1,210.56",270.48,0,-,100,
4,"1,173.60","1,190.40",265.68,0,-,100,
5,"1,198.80","1,224.96",268.32,0,-,100,
6,"1,277.52","1,325.76",262.32,0,-,100,
7,"1,394.64","1,440.96",289.92,0,-,100,
8,"1,495.68","1,579.20",329.76,0,-,100,
9,"1,668.48","1,731.84",383.28,0,-,100,
10,"1,912.56","1,968.00",475.92,0,97.04,-,
11,"1,924.32","1,934.40",471.6,0,97.13,-,
12,"1,963.20","2,030.40",505.44,0,96.84,-,
13,"1,874.64","1,965.12",501.84,0,96.6,-,
14,"1,776.00","1,793.28",469.68,0,96.68,-,
15,"1,724.64","1,761.60",448.08,0,96.79,-,
16,"1,690.08","1,697.28",426.96,0,96.95,-,
17,"1,651.44","1,739.52",418.08,0,96.94,-,
18,"1,702.32","1,732.80",429.6,0,96.96,-,
19,"1,624.56","1,671.36",410.64,0,96.95,-,
20,"1,617.60","1,650.24",399.6,0,97.08,-,
21,"1,584.72","1,604.16",381.6,0,97.22,-,
22,"1,480.32","1,509.12",354.96,0,97.24,-,
23,"1,449.12","1,493.76",357.6,0,97.09,-,
24,"1,329.12","1,433.28",309.12,0,-,100,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
15,330.48,"1,321.92",84.24,0,96.9,100,
30,325.92,"1,303.68",82.56,0,96.94,100,
45,319.44,"1,277.76",80.4,0,96.98,100,
100,320.16,"1,280.64",83.52,0,96.76,100,
115,323.04,"1,292.16",74.4,0,97.45,100,
130,312.24,"1,248.96",67.44,0,97.75,100,
145,307.44,"1,229.76",68.4,0,97.61,100,
200,304.8,"1,219.20",68.4,0,97.57,100,
215,300,"1,200.00",65.76,0,97.68,100,
230,302.64,"1,210.56",71.28,0,97.34,100,
