사용량종합현황,,,,,,,
,,,,,,,
일시,,,,,,2015년 01월 22일,
고객번호,,,,,,01-35375163,
성명,,,,,,***,
상호,,,,,,한양대학교병원　　　,
,,,,,,,
총사용량,,"47,242.32 kWh",최대수요,"2,582.40 kW",무효전력량,,
역률최대,,지상 : 18시 00분 97.01 %,역률최소,지상 : 23시 00분 96.58 %,"지상 : 12,138.48 kVarh",,
,,진상 : 24시 00분 100.00 %,,진상 : 24시 00분 100.00 %,진상 : 0.00 kVarh,,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
1,"1,431.84","1,453.44",389.52,0,-,100,
2,"1,412.88","1,455.36",393.12,0,-,100,
3,"1,381.68","1,386.24",354.96,0,-,100,
4,"1,385.04","1,392.00",353.76,0,-,100,
5,"1,496.40","1,525.44",365.52,0,-,100,
6,"1,605.84","1,627.20",360.48,0,-,100,
7,"1,877.04","1,972.80",462.24,0,-,100,
8,"2,152.80","2,214.72",564.72,0,-,100,
9,"2,395.92","2,466.24",603.36,0,-,100,
10,"2,529.84","2,561.28",645.84,0,96.89,-,
11,"2,534.64","2,582.40",650.4,0,96.86,-,
12,"2,530.80","2,557.44",648.24,0,96.87,-,
13,"2,426.16","2,455.68",612.72,0,96.96,-,
14,"2,431.20","2,439.36",616.08,0,96.94,-,
15,"2,437.20","2,484.48",629.04,0,96.83,-,
16,"2,413.92","2,424.96",629.76,0,96.76,-,
17,"2,368.08","2,382.72",607.2,0,96.87,-,
18,"2,243.76","2,353.92",570.24,0,96.92,-,
19,"1,972.08","2,068.80",503.04,0,96.9,-,
20,"1,816.32","1,841.28",469.2,0,96.82,-,
21,"1,710.96","1,749.12",458.64,0,96.59,-,
22,"1,647.60","1,677.12",431.76,0,96.73,-,
23,"1,564.32","1,611.84",417.36,0,96.62,-,
24,"1,476.00","1,506.24",401.28,0,-,100,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
15,362.4,"1,449.60",101.52,0,96.29,100,
30,355.2,"1,420.80",95.04,0,96.6,100,
45,363.36,"1,453.44",97.68,0,96.57,100,
100,350.88,"1,403.52",95.28,0,96.51,100,
115,350.64,"1,402.56",95.28,0,96.5,100,
130,350.88,"1,403.52",96,0,96.46,100,
145,363.84,"1,455.36",106.8,0,95.95,100,
200,347.52,"1,390.08",95.04,0,96.46,100,
215,345.6,"1,382.40",89.52,0,96.81,100,
230,346.56,"1,386.24",89.28,0,96.84,100,
245,344.4,"1,377.60",87.36,0,96.93,100,
300,345.12,"1,380.48",88.8,0,96.85,100,
315,345.6,"1,382.40",89.04,0,96.84,100,
330,343.92,"1,375.68",87.6,0,96.91,100,
345,347.52,"1,390.08",87.12,0,97,100,
400,348,"1,392.00",90,0,96.81,100,
415,355.68,"1,422.72",87.6,0,97.1,100,
430,378.72,"1,514.88",95.76,0,96.95,100,
445,380.64,"1,522.56",93.36,0,97.12,100,
500,381.36,"1,525.44",88.8,0,97.39,100,
515,393.84,"1,575.36",91.68,0,97.4,100,
530,399.36,"1,597.44",90.24,0,97.54,100,
545,405.84,"1,623.36",89.52,0,97.65,100,
600,406.8,"1,627.20",89.04,0,97.69,100,
615,441.12,"1,764.48",111.36,0,96.96,100,
630,464.16,"1,856.64",116.16,0,97.01,100,
645,478.56,"1,914.24",116.16,0,97.18,100,
700,493.2,"1,972.80",118.56,0,97.23,100,
715,515.04,"2,060.16",131.28,0,96.9,100,
730,537.84,"2,151.36",143.28,0,96.63,100,
745,546.24,"2,184.96",146.64,0,96.58,100,
800,553.68,"2,214.72",143.52,0,96.8,100,
815,568.8,"2,275.20",145.2,0,96.89,100,
830,598.56,"2,394.24",151.2,0,96.95,100,
845,616.56,"2,466.24",158.4,0,96.85,100,
900,612,"2,448.00",148.56,0,97.18,100,
915,640.32,"2,561.28",162.72,0,96.92,100,
930,629.04,"2,516.16",160.56,0,96.89,100,
945,628.8,"2,515.20",160.56,0,96.89,100,
1000,631.68,"2,526.72",162,0,96.87,100,
1015,626.16,"2,504.64",156.72,0,97.01,100,
1030,625.92,"2,503.68",156.48,0,97.01,100,
1045,636.96,"2,547.84",165.12,0,96.8,100,
1100,645.6,"2,582.40",172.08,0,96.63,100,
1115,634.32,"2,537.28",162,0,96.89,100,
1130,632.16,"2,528.64",160.08,0,96.94,100,
1145,639.36,"2,557.44",166.8,0,96.76,100,
1200,624.96,"2,499.84",159.36,0,96.9,100,
1215,613.92,"2,455.68",156,0,96.92,100,
1230,604.32,"2,417.28",150.48,0,97.04,100,
1245,600.24,"2,400.96",149.04,0,97.05,100,
1300,607.68,"2,430.72",157.2,0,96.81,100,
1315,607.92,"2,431.68",154.32,0,96.93,100,
1330,609.84,"2,439.36",152.4,0,97.02,100,
1345,603.84,"2,415.36",152.64,0,96.95,100,
1400,609.6,"2,438.40",156.72,0,96.85,100,
1415,621.12,"2,484.48",163.2,0,96.72,100,
1430,612.48,"2,449.92",158.4,0,96.81,100,
1445,598.32,"2,393.28",151.2,0,96.95,100,
1500,605.28,"2,421.12",156.24,0,96.83,100,
1515,604.32,"2,417.28",156.24,0,96.82,100,
1530,606.24,"2,424.96",159.6,0,96.7,100,
1545,605.28,"2,421.12",159.6,0,96.7,100,
1600,598.08,"2,392.32",154.32,0,96.83,100,
1615,588.96,"2,355.84",151.68,0,96.84,100,
1630,594.24,"2,376.96",151.44,0,96.9,100,
1645,595.68,"2,382.72",152.16,0,96.89,100,
1700,589.2,"2,356.80",151.92,0,96.83,100,
1715,588.48,"2,353.92",155.52,0,96.68,100,
1730,566.88,"2,267.52",142.32,0,96.99,100,
1745,547.92,"2,191.68",137.04,0,97.01,100,
1800,540.48,"2,161.92",135.36,0,97,100,
1815,517.2,"2,068.80",126.96,0,97.12,100,
1830,503.28,"2,013.12",130.32,0,96.81,100,
1845,486,"1,944.00",125.28,0,96.83,100,
1900,465.6,"1,862.40",120.48,0,96.81,100,
1915,454.32,"1,817.28",112.08,0,97.09,100,
1930,456,"1,824.00",116.16,0,96.91,100,
1945,460.32,"1,841.28",120.96,0,96.72,100,
2000,445.68,"1,782.72",120,0,96.56,100,
2015,437.28,"1,749.12",118.8,0,96.5,100,
2030,429.84,"1,719.36",114,0,96.66,100,
2045,424.56,"1,698.24",112.32,0,96.67,100,
2100,419.28,"1,677.12",113.52,0,96.52,100,
2115,416.16,"1,664.64",107.04,0,96.85,100,
2130,419.28,"1,677.12",111.84,0,96.62,100,
2145,409.68,"1,638.72",110.16,0,96.57,100,
2200,402.48,"1,609.92",102.72,0,96.89,100,
2215,402.96,"1,611.84",107.04,0,96.65,100,
2230,390.24,"1,560.96",103.2,0,96.68,100,
2245,384.96,"1,539.84",103.92,0,96.54,100,
2300,386.16,"1,544.64",103.2,0,96.61,100,
2315,376.56,"1,506.24",97.44,0,96.81,100,
2330,369.12,"1,476.48",98.16,0,96.64,100,
2345,361.2,"1,444.80",98.64,0,96.47,100,
2400,369.12,"1,476.48",107.04,0,96.04,100,
,,,,,,,
확인자,,,,,,(印),
