사용량종합현황,,,,,,,
,,,,,,,
일시,,,,,,2015년 02월 04일,
고객번호,,,,,,01-35375163,
성명,,,,,,***,
상호,,,,,,한양대학교병원　　　,
,,,,,,,
총사용량,,"47,259.84 kWh",최대수요,"2,581.44 kW",무효전력량,,
역률최대,,지상 : 10시 00분 97.50 %,역률최소,지상 : 23시 00분 96.71 %,"지상 : 11,467.68 kVarh",,
,,진상 : 24시 00분 100.00 %,,진상 : 24시 00분 100.00 %,진상 : 0.00 kVarh,,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
1,"1,436.16","1,461.12",372.72,0,-,100,
2,"1,390.56","1,406.40",347.76,0,-,100,
3,"1,402.08","1,417.92",359.52,0,-,100,
4,"1,394.40","1,413.12",347.28,0,-,100,
5,"1,488.72","1,508.16",351.84,0,-,100,
6,"1,615.20","1,641.60",378.24,0,-,100,
7,"1,876.80","2,012.16",432.96,0,-,100,
8,"2,195.52","2,352.00",557.76,0,-,100,
9,"2,475.12","2,535.36",594.96,0,-,100,
10,"2,484.24","2,519.04",572.16,0,97.45,-,
11,"2,520.00","2,579.52",599.76,0,97.28,-,
12,"2,535.36","2,581.44",606.48,0,97.26,-,
13,"2,491.20","2,537.28",606.48,0,97.16,-,
14,"2,483.52","2,513.28",596.16,0,97.24,-,
15,"2,479.92","2,496.96",589.2,0,97.29,-,
16,"2,400.48","2,423.04",588.72,0,97.12,-,
17,"2,309.76","2,323.20",560.16,0,97.18,-,
18,"2,182.32","2,310.72",527.52,0,97.2,-,
19,"1,974.72","2,049.60",479.04,0,97.18,-,
20,"1,817.76","1,835.52",432,0,97.29,-,
21,"1,697.28","1,725.12",401.52,0,97.31,-,
22,"1,612.56","1,669.44",399.84,0,97.06,-,
23,"1,536.48","1,596.48",398.4,0,96.8,-,
24,"1,459.68","1,488.00",367.2,0,-,100,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
15,357.6,"1,430.40",92.88,0,96.79,100,
30,365.28,"1,461.12",97.44,0,96.62,100,
45,353.52,"1,414.08",91.44,0,96.81,100,
100,359.76,"1,439.04",90.96,0,96.95,100,
115,351.6,"1,406.40",88.08,0,97,100,
130,346.8,"1,387.20",85.92,0,97.07,100,
145,345.36,"1,381.44",86.88,0,96.98,100,
200,346.8,"1,387.20",86.88,0,97,100,
215,347.76,"1,391.04",88.08,0,96.94,100,
230,353.76,"1,415.04",91.92,0,96.79,100,
245,354.48,"1,417.92",92.88,0,96.73,100,
300,346.08,"1,384.32",86.64,0,97.01,100,
315,353.28,"1,413.12",90.72,0,96.86,100,
330,348.72,"1,394.88",86.88,0,97.03,100,
345,342.48,"1,369.92",83.04,0,97.18,100,
400,349.92,"1,399.68",86.64,0,97.07,100,
415,375.6,"1,502.40",95.04,0,96.94,100,
430,367.2,"1,468.80",86.4,0,97.34,100,
445,368.88,"1,475.52",85.92,0,97.39,100,
500,377.04,"1,508.16",84.48,0,97.58,100,
515,398.16,"1,592.64",96,0,97.21,100,
530,403.2,"1,612.80",98.88,0,97.12,100,
545,403.44,"1,613.76",91.92,0,97.5,100,
600,410.4,"1,641.60",91.44,0,97.61,100,
615,426.72,"1,706.88",94.08,0,97.65,100,
630,456.96,"1,827.84",102.72,0,97.57,100,
645,490.08,"1,960.32",118.08,0,97.22,100,
700,503.04,"2,012.16",118.08,0,97.35,100,
715,513.12,"2,052.48",121.68,0,97.3,100,
730,541.2,"2,164.80",142.08,0,96.72,100,
745,553.2,"2,212.80",144.72,0,96.74,100,
800,588,"2,352.00",149.28,0,96.93,100,
815,602.64,"2,410.56",150.48,0,97.02,100,
830,609.36,"2,437.44",143.04,0,97.35,100,
845,633.84,"2,535.36",152.16,0,97.24,100,
900,629.28,"2,517.12",149.28,0,97.3,100,
915,620.16,"2,480.64",147.84,0,97.27,100,
930,616.8,"2,467.20",140.16,0,97.51,100,
945,617.52,"2,470.08",138.72,0,97.57,100,
1000,629.76,"2,519.04",145.44,0,97.44,100,
1015,644.88,"2,579.52",156.48,0,97.18,100,
1030,626.4,"2,505.60",146.16,0,97.38,100,
1045,612,"2,448.00",142.08,0,97.41,100,
1100,636.72,"2,546.88",155.04,0,97.16,100,
1115,645.36,"2,581.44",158.4,0,97.12,100,
1130,635.76,"2,543.04",150.72,0,97.3,100,
1145,628.8,"2,515.20",148.08,0,97.34,100,
1200,625.44,"2,501.76",149.28,0,97.27,100,
1215,634.32,"2,537.28",155.28,0,97.13,100,
1230,620.16,"2,480.64",149.52,0,97.21,100,
1245,615.36,"2,461.44",149.04,0,97.19,100,
1300,621.36,"2,485.44",152.64,0,97.11,100,
1315,624,"2,496.00",155.52,0,97.03,100,
1330,628.32,"2,513.28",154.32,0,97.11,100,
1345,611.76,"2,447.04",142.56,0,97.39,100,
1400,619.44,"2,477.76",143.76,0,97.41,100,
1415,623.76,"2,495.04",148.56,0,97.28,100,
1430,624.24,"2,496.96",151.2,0,97.19,100,
1445,622.32,"2,489.28",147.6,0,97.3,100,
1500,609.6,"2,438.40",141.84,0,97.4,100,
1515,604.32,"2,417.28",145.92,0,97.21,100,
1530,600.48,"2,401.92",148.56,0,97.07,100,
1545,605.76,"2,423.04",152.64,0,96.97,100,
1600,589.92,"2,359.68",141.6,0,97.24,100,
1615,574.32,"2,297.28",136.08,0,97.31,100,
1630,580.8,"2,323.20",141.36,0,97.16,100,
1645,577.92,"2,311.68",140.88,0,97.15,100,
1700,576.72,"2,306.88",141.84,0,97.11,100,
1715,577.68,"2,310.72",141.12,0,97.14,100,
1730,553.68,"2,214.72",129.12,0,97.39,100,
1745,535.92,"2,143.68",128.4,0,97.25,100,
1800,515.04,"2,060.16",128.88,0,97.01,100,
1815,512.4,"2,049.60",128.16,0,97.01,100,
1830,504.72,"2,018.88",122.4,0,97.18,100,
1845,484.08,"1,936.32",113.76,0,97.35,100,
1900,473.52,"1,894.08",114.72,0,97.19,100,
1915,450.96,"1,803.84",110.88,0,97.11,100,
1930,452.4,"1,809.60",103.68,0,97.47,100,
1945,458.88,"1,835.52",108.96,0,97.29,100,
2000,455.52,"1,822.08",108.48,0,97.28,100,
2015,430.56,"1,722.24",98.4,0,97.49,100,
2030,431.28,"1,725.12",104.16,0,97.21,100,
2045,419.28,"1,677.12",100.56,0,97.24,100,
2100,416.16,"1,664.64",98.4,0,97.32,100,
2115,417.36,"1,669.44",103.68,0,97.05,100,
2130,404.4,"1,617.60",99.6,0,97.1,100,
2145,397.44,"1,589.76",96.24,0,97.19,100,
2200,393.36,"1,573.44",100.32,0,96.9,100,
2215,399.12,"1,596.48",104.88,0,96.72,100,
2230,380.4,"1,521.60",94.56,0,97.05,100,
2245,377.28,"1,509.12",97.2,0,96.84,100,
2300,379.68,"1,518.72",101.76,0,96.59,100,
2315,372,"1,488.00",94.32,0,96.93,100,
2330,363.12,"1,452.48",89.04,0,97.12,100,
2345,365.28,"1,461.12",92.16,0,96.96,100,
2400,359.28,"1,437.12",91.68,0,96.9,100,
,,,,,,,
확인자,,,,,,(印),
