사용량종합현황,,,,,,,
,,,,,,,
일시,,,,,,2014년 11월 27일,
고객번호,,,,,,01-35375163,
성명,,,,,,***,
상호,,,,,,한양대학교병원　　　,
,,,,,,,
총사용량,,"41,758.08 kWh",최대수요,"2,380.80 kW",무효전력량,,
역률최대,,지상 : 17시 30분 98.24 %,역률최소,지상 : 23시 00분 93.70 %,"지상 : 9,300.48 kVarh",,
,,진상 : 24시 00분 100.00 %,,진상 : 24시 00분 100.00 %,진상 : 0.00 kVarh,,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
1,"1,211.04","1,221.12",271.68,0,-,100,
2,"1,158.96","1,169.28",243.6,0,-,100,
3,"1,172.64","1,199.04",248.64,0,-,100,
4,"1,175.28","1,198.08",250.8,0,-,100,
5,"1,265.28","1,276.80",261.12,0,-,100,
6,"1,383.84","1,420.80",258.96,0,-,100,
7,"1,668.24","1,760.64",337.92,0,-,100,
8,"1,932.96","2,052.48",454.32,0,-,100,
9,"2,195.52","2,283.84",518.4,0,-,100,
10,"2,262.24","2,286.72",522.96,0,97.43,-,
11,"2,345.76","2,354.88",564.96,0,97.22,-,
12,"2,314.80","2,380.80",559.44,0,97.2,-,
13,"2,169.12","2,210.88",495.36,0,97.49,-,
14,"2,165.76","2,197.44",466.08,0,97.76,-,
15,"2,093.28","2,100.48",428.16,0,97.97,-,
16,"2,035.68","2,081.28",414,0,97.99,-,
17,"2,054.40","2,090.88",428.88,0,97.89,-,
18,"1,965.12","2,023.68",384.24,0,98.14,-,
19,"1,790.88","1,867.20",384,0,97.78,-,
20,"1,709.04","1,732.80",384.48,0,97.56,-,
21,"1,608.48","1,651.20",358.08,0,97.61,-,
22,"1,521.12","1,581.12",325.92,0,97.78,-,
23,"1,322.64","1,405.44",414.96,0,95.41,-,
24,"1,236.00","1,256.64",323.52,0,-,100,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
15,304.8,"1,219.20",67.92,0,97.61,100,
30,300.48,"1,201.92",66.72,0,97.62,100,
45,300.48,"1,201.92",66.24,0,97.66,100,
100,305.28,"1,221.12",70.8,0,97.41,100,
115,292.32,"1,169.28",60.72,0,97.91,100,
130,290.88,"1,163.52",60.24,0,97.92,100,
145,289.2,"1,156.80",61.2,0,97.83,100,
200,286.56,"1,146.24",61.44,0,97.78,100,
215,292.8,"1,171.20",62.4,0,97.8,100,
230,299.76,"1,199.04",66.72,0,97.61,100,
245,290.4,"1,161.60",60.24,0,97.92,100,
300,289.68,"1,158.72",59.28,0,97.97,100,
315,299.52,"1,198.08",66.24,0,97.64,100,
330,289.92,"1,159.68",60.48,0,97.89,100,
345,288,"1,152.00",59.76,0,97.91,100,
400,297.84,"1,191.36",64.32,0,97.75,100,
415,319.2,"1,276.80",72.48,0,97.52,100,
430,312.48,"1,249.92",64.8,0,97.92,100,
445,314.4,"1,257.60",63.36,0,98.03,100,
500,319.2,"1,276.80",60.48,0,98.25,100,
515,335.76,"1,343.04",65.04,0,98.18,100,
530,351.6,"1,406.40",71.52,0,97.99,100,
545,341.28,"1,365.12",59.76,0,98.5,100,
600,355.2,"1,420.80",62.64,0,98.48,100,
615,390,"1,560.00",74.88,0,98.21,100,
630,403.68,"1,614.72",78.24,0,98.17,100,
645,434.4,"1,737.60",93.12,0,97.78,100,
700,440.16,"1,760.64",91.68,0,97.9,100,
715,450.48,"1,801.92",96.48,0,97.78,100,
730,468,"1,872.00",110.4,0,97.33,100,
745,501.36,"2,005.44",123.84,0,97.08,100,
800,513.12,"2,052.48",123.6,0,97.22,100,
815,538.32,"2,153.28",127.2,0,97.32,100,
830,536.16,"2,144.64",124.08,0,97.43,100,
845,550.08,"2,200.32",128.16,0,97.39,100,
900,570.96,"2,283.84",138.96,0,97.16,100,
915,571.2,"2,284.80",135.6,0,97.3,100,
930,559.68,"2,238.72",125.76,0,97.57,100,
945,559.68,"2,238.72",126.48,0,97.54,100,
1000,571.68,"2,286.72",135.12,0,97.32,100,
1015,587.52,"2,350.08",145.92,0,97.05,100,
1030,588.72,"2,354.88",144.96,0,97.1,100,
1045,581.04,"2,324.16",136.56,0,97.35,100,
1100,588.48,"2,353.92",137.52,0,97.38,100,
1115,595.2,"2,380.80",145.68,0,97.13,100,
1130,585.84,"2,343.36",143.28,0,97.14,100,
1145,572.16,"2,288.64",136.8,0,97.26,100,
1200,561.6,"2,246.40",133.68,0,97.28,100,
1215,539.76,"2,159.04",119.52,0,97.64,100,
1230,552.72,"2,210.88",129.12,0,97.38,100,
1245,540.48,"2,161.92",125.28,0,97.42,100,
1300,536.16,"2,144.64",121.44,0,97.53,100,
1315,544.8,"2,179.20",124.32,0,97.49,100,
1330,543.84,"2,175.36",119.76,0,97.66,100,
1345,549.36,"2,197.44",117.36,0,97.79,100,
1400,527.76,"2,111.04",104.64,0,98.09,100,
1415,524.88,"2,099.52",103.44,0,98.11,100,
1430,525.12,"2,100.48",105.6,0,98.04,100,
1445,518.16,"2,072.64",106.8,0,97.94,100,
1500,525.12,"2,100.48",112.32,0,97.79,100,
1515,520.32,"2,081.28",108.24,0,97.9,100,
1530,505.2,"2,020.80",101.52,0,98.04,100,
1545,504.72,"2,018.88",100.56,0,98.07,100,
1600,505.44,"2,021.76",103.68,0,97.96,100,
1615,510.24,"2,040.96",109.68,0,97.77,100,
1630,508.8,"2,035.20",107.76,0,97.83,100,
1645,512.64,"2,050.56",104.88,0,97.97,100,
1700,522.72,"2,090.88",106.56,0,97.98,100,
1715,505.92,"2,023.68",99.36,0,98.13,100,
1730,495.84,"1,983.36",90.96,0,98.36,100,
1745,485.52,"1,942.08",92.16,0,98.25,100,
1800,477.84,"1,911.36",101.76,0,97.81,100,
1815,466.8,"1,867.20",102.24,0,97.68,100,
1830,444.72,"1,778.88",90.24,0,98,100,
1845,436.08,"1,744.32",90.48,0,97.91,100,
1900,443.28,"1,773.12",101.04,0,97.5,100,
1915,431.52,"1,726.08",94.32,0,97.69,100,
1930,425.28,"1,701.12",92.16,0,97.73,100,
1945,433.2,"1,732.80",100.32,0,97.42,100,
2000,419.04,"1,676.16",97.68,0,97.39,100,
2015,412.8,"1,651.20",91.2,0,97.65,100,
2030,408.96,"1,635.84",93.12,0,97.5,100,
2045,401.76,"1,607.04",90.96,0,97.53,100,
2100,384.96,"1,539.84",82.8,0,97.76,100,
2115,388.32,"1,553.28",82.8,0,97.8,100,
2130,395.28,"1,581.12",87.12,0,97.66,100,
2145,383.28,"1,533.12",84,0,97.68,100,
2200,354.24,"1,416.96",72,0,98,100,
2215,351.36,"1,405.44",78.96,0,97.57,100,
2230,326.16,"1,304.64",95.52,0,95.97,100,
2245,325.2,"1,300.80",120.96,0,93.73,100,
2300,319.92,"1,279.68",119.52,0,93.68,100,
2315,308.4,"1,233.60",110.88,0,94.1,100,
2330,314.16,"1,256.64",88.08,0,96.29,100,
2345,309.6,"1,238.40",61.44,0,98.09,100,
2400,303.84,"1,215.36",63.12,0,97.91,100,
,,,,,,,
확인자,,,,,,(印),
