사용량종합현황,,,,,,,
,,,,,,,
일시,,,,,,2015년 02월 15일,
고객번호,,,,,,01-35375163,
성명,,,,,,***,
상호,,,,,,한양대학교병원　　　,
,,,,,,,
총사용량,,"36,934.56 kWh",최대수요,"1,726.08 kW",무효전력량,,
역률최대,,지상 : 18시 00분 97.00 %,역률최소,지상 : 09시 30분 96.37 %,"지상 : 9,593.28 kVarh",,
,,진상 : 24시 00분 100.00 %,,진상 : 24시 00분 100.00 %,진상 : 0.00 kVarh,,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
1,"1,424.16","1,441.92",383.76,0,-,100,
2,"1,384.08","1,409.28",358.8,0,-,100,
3,"1,427.52","1,467.84",387.84,0,-,100,
4,"1,361.04","1,392.96",345.12,0,-,100,
5,"1,377.60","1,405.44",350.4,0,-,100,
6,"1,410.00","1,423.68",324.48,0,-,100,
7,"1,542.96","1,572.48",371.76,0,-,100,
8,"1,602.00","1,625.28",402.72,0,-,100,
9,"1,576.32","1,586.88",408,0,-,100,
10,"1,642.56","1,680.96",443.76,0,96.54,-,
11,"1,696.56","1,721.28",456.96,0,96.56,-,
12,"1,696.80","1,726.08",458.88,0,96.53,-,
13,"1,646.64","1,683.84",418.56,0,96.92,-,
14,"1,663.92","1,688.64",440.88,0,96.66,-,
15,"1,625.28","1,660.80",434.64,0,96.61,-,
16,"1,600.80","1,632.96",421.2,0,96.71,-,
17,"1,619.04","1,692.48",430.8,0,96.64,-,
18,"1,577.28","1,596.48",399.84,0,96.93,-,
19,"1,602.72","1,625.28",411.6,0,96.86,-,
20,"1,553.04","1,568.64",397.68,0,96.87,-,
21,"1,523.76","1,568.64",392.64,0,96.84,-,
22,"1,500.72","1,517.76",395.52,0,96.7,-,
23,"1,454.16","1,471.68",382.56,0,96.71,-,
24,"1,425.60","1,440.96",374.88,0,-,100,
,,,,,,,
시,사용량 (kWh),최대수요 (kW),무효전력 (kVarh),,역률(%),,
,,,지상,진상,지상,진상,
15,360.48,"1,441.92",98.4,0,96.47,100,
30,353.28,"1,413.12",93.36,0,96.68,100,
45,358.8,"1,435.20",97.92,0,96.47,100,
100,351.6,"1,406.40",94.08,0,96.6,100,
115,352.32,"1,409.28",91.2,0,96.81,100,
130,342.72,"1,370.88",87.12,0,96.92,100,
145,342,"1,368.00",88.56,0,96.81,100,
200,347.04,"1,388.16",91.92,0,96.67,100,
215,366.96,"1,467.84",106.8,0,96.02,100,
230,362.88,"1,451.52",99.84,0,96.42,100,
245,351.36,"1,405.44",90.72,0,96.82,100,
300,346.32,"1,385.28",90.48,0,96.75,100,
315,348.24,"1,392.96",89.04,0,96.88,100,
330,336.24,"1,344.96",85.2,0,96.94,100,
345,336.96,"1,347.84",84.48,0,97,100,
400,339.6,"1,358.40",86.4,0,96.91,100,
