???????,,,,,,,
,,,,,,,
??,,,,,,2014? 09? 17?,
????,,,,,,01-35375163,
??,,,,,,***,
??,,,,,,??????????,
,,,,,,,
????,,"48,461.52 kWh",????,"2,959.68 kW",?????,,
100,323.04,"1,292.16",20.64,0,99.8,100,
115,299.04,"1,196.16",7.2,0.72,99.97,100,
130,296.16,"1,184.64",5.52,0.48,99.98,100,
145,291.84,"1,167.36",2.88,2.16,100,100,
200,305.52,"1,222.08",10.32,0,99.94,100,
215,305.04,"1,220.16",10.32,0,99.94,100,
230,287.52,"1,150.08",1.92,1.92,100,100,
245,288.72,"1,154.88",2.88,1.2,100,100,
300,286.8,"1,147.20",2.4,1.92,100,100,
315,285.6,"1,142.40",1.92,1.2,100,100,
330,285.36,"1,141.44",2.88,0.72,99.99,100,
345,286.32,"1,145.28",3.6,1.2,99.99,100,
400,288,"1,152.00",2.4,1.68,100,100,
415,298.8,"1,195.20",3.12,0.96,99.99,100,
430,306.24,"1,224.96",4.08,0.96,99.99,100,
445,306.48,"1,225.92",2.88,0.96,100,100,
500,322.32,"1,289.28",8.4,0.24,99.97,100,
515,339.12,"1,356.48",18,0,99.86,100,
530,346.8,"1,387.20",17.04,0,99.88,100,
545,354,"1,416.00",14.16,0,99.92,100,
600,355.68,"1,422.72",12.24,0,99.94,100,
615,368.88,"1,475.52",13.68,0,99.93,100,
630,402.24,"1,608.96",26.16,0,99.79,100,
645,424.08,"1,696.32",37.92,0,99.6,100,
700,421.68,"1,686.72",40.08,0,99.55,100,
715,429.12,"1,716.48",40.32,0,99.56,100,
730,452.88,"1,811.52",48.48,0,99.43,100,
745,483.84,"1,935.36",59.04,0,99.26,100,
800,525.36,"2,101.44",78.24,0,98.91,100,
815,546.96,"2,187.84",82.32,0,98.89,100,
830,566.64,"2,266.56",80.88,0,99,100,
845,570.96,"2,283.84",81.84,0,98.99,100,
900,582,"2,328.00",81.6,0,99.03,100,
915,597.84,"2,391.36",92.4,0,98.83,100,
930,602.64,"2,410.56",95.04,0,98.78,100,
945,600.72,"2,402.88",84.48,0,99.03,100,
1000,596.16,"2,384.64",82.08,0,99.07,100,
1015,591.6,"2,366.40",81.36,0,99.07,100,
1030,606,"2,424.00",93.6,0,98.83,100,
1045,609.6,"2,438.40",92.16,0,98.88,100,
1100,608.64,"2,434.56",90.24,0,98.92,100,
1115,708.24,"2,832.96",142.56,0,98.03,100,
1130,722.64,"2,890.56",152.88,0,97.83,100,
1145,726,"2,904.00",154.56,0,97.81,100,
1200,701.04,"2,804.16",140.4,0,98.05,100,
1215,703.92,"2,815.68",144.48,0,97.96,100,
1230,701.04,"2,804.16",140.88,0,98.04,100,
1245,716.88,"2,867.52",152.4,0,97.81,100,
1300,711.84,"2,847.36",146.88,0,97.94,100,
1315,707.52,"2,830.08",141.84,0,98.05,100,
1330,710.16,"2,840.64",138.48,0,98.15,100,
1345,715.68,"2,862.72",143.52,0,98.05,100,
1400,739.92,"2,959.68",157.2,0,97.82,100,
1415,738,"2,952.00",152.16,0,97.94,100,
1430,718.56,"2,874.24",139.44,0,98.17,100,
1445,708.48,"2,833.92",140.4,0,98.09,100,
1500,731.04,"2,924.16",152.64,0,97.89,100,
1515,726.24,"2,904.96",151.92,0,97.88,100,
1530,713.52,"2,854.08",144.96,0,98,100,
1545,711.6,"2,846.40",142.8,0,98.05,100,
1600,717.84,"2,871.36",144,0,98.05,100,
1615,702,"2,808.00",140.4,0,98.06,100,
1630,702.24,"2,808.96",145.2,0,97.93,100,
1645,685.2,"2,740.80",138,0,98.03,100,
1700,672,"2,688.00",130.32,0,98.17,100,
1715,664.32,"2,657.28",130.08,0,98.14,100,
1730,652.56,"2,610.24",127.92,0,98.13,100,
1745,622.8,"2,491.20",126.48,0,98,100,
1800,600.72,"2,402.88",119.52,0,98.08,100,
1815,548.88,"2,195.52",92.16,0,98.62,100,
1830,548.4,"2,193.60",92.4,0,98.61,100,
1845,542.16,"2,168.64",85.92,0,98.77,100,
1900,522.48,"2,089.92",84.24,0,98.73,100,
1915,516.72,"2,066.88",84.96,0,98.68,100,
1930,522.72,"2,090.88",94.56,0,98.4,100,
1945,510,"2,040.00",84.96,0,98.64,100,
2000,512.64,"2,050.56",88.32,0,98.55,100,
2015,511.2,"2,044.80",89.52,0,98.5,100,
2030,490.56,"1,962.24",82.8,0,98.61,100,
2045,483.12,"1,932.48",73.68,0,98.86,100,
2100,482.64,"1,930.56",77.04,0,98.75,100,
2115,477.36,"1,909.44",81.36,0,98.58,100,
2130,445.92,"1,783.68",57.6,0,99.18,100,
2145,423.6,"1,694.40",46.08,0,99.41,100,
2200,406.56,"1,626.24",35.76,0,99.62,100,
2215,393.6,"1,574.40",31.44,0,99.68,100,
2230,379.68,"1,518.72",29.52,0,99.7,100,
2245,380.88,"1,523.52",32.16,0,99.65,100,
2300,374.16,"1,496.64",30.48,0,99.67,100,
2315,351.6,"1,406.40",20.88,0,99.82,100,
2330,336,"1,344.00",17.28,0,99.87,100,
2345,324,"1,296.00",12.72,0,99.92,100,
2400,309.84,"1,239.36",6.96,0,99.97,100,
,,,,,,,
???,,,,,,(?),
