???????,,,,,,,
,,,,,,,
??,,,,,,2014? 09? 17?,
????,,,,,,01-35375163,
??,,,,,,***,
??,,,,,,??????????,
,,,,,,,
????,,"48,461.52 kWh",????,"2,959.68 kW",?????,,
????,,?? : 22? 30? 99.69 %,????,?? : 13? 00? 97.88 %,"?? : 7,021.44 kVarh",,
,,?? : 24? 00? 100.00 %,,?? : 24? 00? 100.00 %,?? : 16.32 kVarh,,
,,,,,,,
?,??? (kWh),???? (kW),???? (kVarh),,??(%),,
,,,??,??,??,??,
1,"1,311.60","1,329.60",90.24,0,-,100,
2,"1,192.56","1,222.08",25.92,3.36,-,100,
3,"1,168.08","1,220.16",17.52,5.04,-,100,
4,"1,145.28","1,152.00",10.8,4.8,-,100,
5,"1,233.84","1,289.28",18.48,3.12,-,100,
6,"1,395.60","1,422.72",61.44,0,-,100,
7,"1,616.88","1,696.32",117.84,0,-,100,
8,"1,891.20","2,101.44",226.08,0,-,100,
9,"2,266.56","2,328.00",326.64,0,-,100,
10,"2,397.36","2,410.56",354,0,98.93,-,
11,"2,415.84","2,438.40",357.36,0,98.92,-,
12,"2,857.92","2,904.00",590.4,0,97.93,-,
13,"2,833.68","2,867.52",584.64,0,97.94,-,
14,"2,873.28","2,959.68",581.04,0,98.02,-,
15,"2,896.08","2,952.00",584.64,0,98.02,-,
16,"2,869.20","2,904.96",583.68,0,97.99,-,
17,"2,761.44","2,808.96",553.92,0,98.05,-,
18,"2,540.40","2,657.28",504,0,98.09,-,
19,"2,161.92","2,195.52",354.72,0,98.68,-,
20,"2,062.08","2,090.88",352.8,0,98.57,-,
21,"1,967.52","2,044.80",323.04,0,98.68,-,
22,"1,753.44","1,909.44",220.8,0,99.22,-,
23,"1,528.32","1,574.40",123.6,0,99.67,-,
24,"1,321.44","1,406.40",57.84,0,-,100,
,,,,,,,
?,??? (kWh),???? (kW),???? (kVarh),,??(%),,
,,,??,??,??,??,
15,330,"1,320.00",28.08,0,99.64,100,
30,332.4,"1,329.60",22.08,0,99.78,100,
45,326.16,"1,304.64",19.44,0,99.82,100,
