time,energy,WS,TA,HM
515,445.2,4,23,65.5
530,455.76,7,22.9,66.7
545,458.64,10,23.1,67
600,452.16,1,23.1,67.1
615,454.56,13,23.2,66.9
630,460.32,7,23.2,66.7
645,465.12,13,22.9,69.1
700,462.96,5,23.2,67
715,483.36,8,23.2,66.2
730,492,7,23.1,68
745,475.44,36,23.1,67.9
800,479.76,17,23,67.7
815,477.6,16,23.1,67.8
830,478.08,11,23.2,68
845,482.16,13,23.3,68.3
900,508.8,25,23.2,69.5
915,495.6,14,23.2,69.2
930,488.4,13,23.2,71.1
945,483.12,4,23.2,72.2
1000,496.8,6,23.2,73.4
1015,507.36,27,23.2,73.5
1030,514.08,25,23.2,73.6
1045,517.44,6,23.1,73.5
1100,518.64,18,23.2,73
1115,509.04,22,23.1,73.5
1130,510.96,27,23.2,73.4
1145,477.36,35,23.3,73.7
1200,473.04,13,23.4,74.1
1215,470.16,28,23.4,74.9
1230,465.12,34,23.5,74.3
1245,457.44,15,23.6,75.2
1300,454.56,12,24.1,73.8
1315,453.84,28,24.9,71.4
1330,453.6,15,25.1,71.5
1345,458.16,11,24.8,73.1
1400,464.64,18,24.9,73
1415,461.76,17,25.2,72.9
1430,461.28,5,25.2,73.6
1445,448.08,24,25.4,73.1
1500,449.76,16,25.7,72.7
1515,445.92,9,25.8,72.7
1530,446.88,14,26.2,71.5
1545,454.56,20,25.9,71.8
1600,455.76,41,26.2,72.4
1615,444.24,16,25.9,73.2
1630,448.8,28,25.7,74.5
1645,452.88,13,25.6,74.4
1700,448.08,25,25.5,75.2
1715,439.92,32,25.6,74.5
1730,446.4,12,25.3,76
1745,461.04,11,25.3,76.8
1800,460.32,13,24.7,76.8
1815,446.64,15,24.5,78.7
1830,437.04,31,24.3,80.8
1845,444.24,36,24.2,81
1900,446.16,20,24.4,81
1915,439.68,13,24.1,81.9
1930,449.04,19,24,81.9
1945,438.96,20,24.1,82.3
2000,429.36,33,23.8,83.7
2015,416.64,52,23.5,85.3
2030,404.4,20,23.6,84.3
2045,382.32,15,23.3,85.3
2100,356.16,33,23.1,86.5
2115,354.48,10,22.4,90.6
2130,356.88,21,21.9,91.7
2145,345.84,49,21.6,93
2200,346.08,14,21.3,92.9
2215,334.32,32,21.3,90.6
2230,335.04,31,20.3,95.3
2245,322.8,38,20.6,93.5
2300,316.08,22,20.3,94.5
2315,314.64,28,20.1,95.8
2330,318.72,20,19.9,97.3
2345,312.72,25,19.9,96.9
2400,318.48,7,19.8,96.3
45,301.44,31,19.7,97.8
100,307.2,11,19.5,99.8
115,300,11,19.4,99.9
130,299.52,28,19.5,99.1
145,303.36,20,20.2,92.4
200,301.2,22,19.7,95.6
215,300.96,1,19.6,95.6
230,312,30,19.1,98.8
245,362.4,24,19.7,94.2
300,348.48,1,19.3,97.2
315,348.72,1,19.3,98.3
330,346.08,7,18.9,99.5
345,348,2,18.6,99.9
400,357.84,0,18.6,99.9
415,368.16,6,18.3,99.9
430,377.76,4,18.2,99.9
445,372,0,18.2,99.9
500,391.2,10,18.2,99.9
515,395.76,11,18.2,99.9
530,406.8,3,18.1,99.9
545,410.88,7,17.7,99.9
600,423.36,7,17.9,99.9
615,439.92,3,17.8,99.9
630,451.92,2,17.7,99.9
645,464.64,0,17.5,99.9
700,462.48,3,17.6,99.9
715,487.2,0,17.6,99.9
730,522.48,4,17.5,99.9
745,562.08,1,17.5,99.9
800,595.44,3,17.3,99.9
815,639.12,4,17.4,99.9
830,662.88,1,17.3,99.9
845,672,3,17.4,99.9
900,718.32,0,17.3,99.9
915,771.12,0,17.1,99.9
930,767.04,11,17.2,99.9
945,762.96,7,17.1,99.9
1000,780.96,5,17.2,99.9
1015,772.8,18,17.2,99.9
1030,763.2,5,17,99.9
1045,750.48,8,16.9,99.9
1100,752.64,3,16.8,99.9
1115,767.76,9,16.8,99.9
1130,772.8,0,16.8,99.9
1145,760.32,1,17,99.9
1200,754.32,5,17.2,99.9
1215,745.68,2,17.8,99.9
1230,756.48,5,18.2,99.9
1245,764.4,5,18.7,99.9
1300,740.88,5,19.4,95.6
1315,742.56,0,19.9,92.1
1330,737.28,7,20.3,90.3
1345,762.24,7,20.6,87.7
1400,770.4,8,21.1,85.2
1415,746.4,11,21.7,80.7
1430,752.88,6,22.1,78.3
1445,750.72,6,22.8,74.9
1500,757.92,10,23.1,74.1
1515,766.32,12,24,72.7
1530,748.56,12,24.4,71.1
1545,741.84,6,24.3,70.8
1600,731.04,30,25,68.9
1615,721.2,18,25.7,65
1630,724.56,7,24.8,69.8
1645,713.76,22,24.6,68.4
1700,706.8,24,24.9,67.7
1715,715.2,34,25,67.8
1730,681.36,4,26.3,62.3
1745,645.6,12,26.3,62.2
1800,618.96,7,26.6,62.1
1815,587.28,10,26.8,61.1
1830,575.52,15,26.5,63.2
1845,564,19,27,60.9
1900,557.76,14,27.2,61.7
1915,560.88,16,26.5,62.8
1930,556.32,20,26.8,61.9
1945,535.44,16,27.5,60.5
2000,525.6,20,27.3,62
2015,529.92,13,27.8,59.4
2030,522,26,27.1,63.6
2045,507.6,25,27.9,61.3
2100,509.04,25,27.6,63.1
2115,495.84,30,27.5,63.1
2130,484.32,21,27.8,63.7
2145,482.16,14,27.3,63.1
2200,471.84,21,27.2,61.4
2215,468.72,7,27.4,62.5
2230,475.44,24,27.5,63.8
2245,475.2,9,27.1,66.3
2300,458.64,11,26.4,69.9
2315,456.24,34,26.2,72.4
2330,454.32,6,25.7,75.2
2345,449.04,4,26,73.4
2400,443.04,5,25.6,75.7
45,348.48,15,25.3,76.3
100,325.68,4,25,78.6
115,331.92,5,24.3,82.6
130,328.08,11,24.3,83.2
145,328.08,5,24.1,81.2
200,328.08,8,23.7,81.8
215,330.48,7,23.7,80.5
230,330.48,9,23.6,82.6
245,330.24,7,23.2,83.3
300,325.44,7,22.8,85.1
315,339.12,4,23.2,83.2
330,324.72,23,23.1,84.4
345,322.56,6,23.1,85.7
400,321.36,4,23,87.6
415,325.68,6,22.9,87.9
430,333.36,13,23.2,87.3
445,342.96,-999,-99.9,-99.9
500,353.52,-999,-99.9,-99.9
515,372.96,8,23.5,86.4
530,393.6,10,23,90.3
545,408,12,23.2,89.3
600,414,1,23.4,88.9
615,420.48,5,23,90.7
630,446.64,10,23.1,90.6
645,438.24,9,23.2,90.9
700,468.96,8,23,91
715,497.52,4,22.6,92.6
730,502.56,5,22.9,90.6
745,548.16,10,22.6,91.9
800,634.56,9,22.6,91.3
815,723.84,6,22.6,90.6
830,755.76,11,22.5,91.6
845,782.16,7,22.5,90.8
900,783.84,7,22.3,91.5
915,778.32,12,22.1,92.3
930,784.08,7,22.2,91.2
945,792.96,10,22.2,90.9
1000,799.92,15,22.1,91.8
1015,794.4,5,22.1,90.9
1030,785.04,0,21.6,92.6
1045,780.48,2,21,94.7
1100,782.16,6,20.8,96.1
1115,789.84,11,20.9,95.7
1130,787.44,4,20.6,96.1
1145,779.52,6,20.5,97.5
1200,783.84,4,20.5,97.4
1215,786.24,7,20.4,98
1230,775.92,2,20.6,98.1
1245,778.08,0,20.9,97.6
1300,774.96,5,21.2,96.6
1315,772.08,11,21.6,94.5
1330,780,2,22,92.1
1345,779.28,3,23,88.1
1400,774.96,2,23.1,85.3
1415,786,4,23.5,83.5
1430,774.24,3,23.8,83.5
1445,765.36,10,24.2,82.8
1500,765.84,3,24.5,78.4
1515,775.2,5,25.6,75.8
1530,771.36,7,25.4,74.9
1545,762.48,6,26.1,70.8
1600,752.88,4,26,69.9
1615,750.72,2,26.5,70.4
1630,741.84,17,26.8,69.7
1645,748.32,16,26.7,66.3
1700,745.92,25,27.3,66.5
1715,720.96,10,28.3,63.3
1730,711.84,7,27.3,63.5
1745,661.68,11,27.9,65.7
1800,630,10,28.2,61.4
1815,607.68,6,28.3,60.7
1830,596.88,10,28.8,63.5
1845,586.56,8,28.3,62
1900,581.52,29,28.5,61.7
1915,564,30,28.7,63.8
1930,561.36,18,29.8,60.7
1945,568.32,25,29.3,62
2000,572.16,15,29.4,62.5
2015,539.76,15,29.5,62.7
2030,539.52,11,29.8,61.1
2045,538.32,7,29.8,60.1
2100,528.72,12,29.8,59.7
2115,526.08,27,29.7,59
2130,514.56,31,29.4,61.4
2145,505.44,18,29.2,63.8
2200,500.64,9,29.1,64.3
2215,490.08,10,29.1,63.9
2230,473.52,20,29.2,63.3
2245,471.12,19,28.6,64.6
2300,467.28,21,29.2,64.8
2315,467.04,15,28.7,66.2
2330,460.32,16,28.4,67.5
2345,450.72,7,28.2,67.5
2400,437.28,10,27.8,64.8
45,367.92,27,27.4,66.8
100,369.12,25,26.9,66.3
115,359.04,18,26.5,68.2
130,359.04,15,26.2,69.6
145,342.48,23,25.8,70.8
200,326.64,34,25.4,70.2
215,331.44,22,25.4,68.3
230,328.8,21,25.1,68.6
245,327.36,15,24.8,72.5
300,334.32,11,24.7,75.3
315,330.96,15,25,72.6
330,328.08,10,25.1,72.2
345,327.12,13,24.3,76.3
400,336.72,2,24.5,75
415,351.36,1,23.4,79.9
430,344.64,7,22.8,82.9
445,347.28,1,22.6,84.7
500,351.6,0,22.4,84.8
515,372.72,0,22.2,86.3
530,386.16,4,21.8,87.3
545,399.84,2,21.9,87.2
600,407.52,3,21.6,88.9
615,425.28,1,21.6,89.4
630,448.56,2,21.2,91.1
645,438.96,1,21.3,90.3
700,453.84,5,21.2,90.3
715,476.88,0,21.4,90.3
730,512.88,0,21.3,91.1
745,581.52,0,21.4,91.2
800,689.04,2,21.2,91.4
815,726.96,2,21.3,91.9
830,764.88,1,21.4,91.6
845,811.44,1,21.5,91
900,818.88,0,21.6,90.5
915,821.04,0,21.1,92.6
930,806.16,0,21.1,92.7
945,817.2,5,21,93.4
1000,810.96,3,21,93.5
1015,802.56,0,20.8,94.1
1030,791.52,0,20.9,94.3
1045,792.24,0,20.9,94.4
1100,801.36,0,20.9,95.4
1115,807.84,0,20.9,95.4
1130,795.36,0,20.8,96
1145,793.68,0,20.7,96.5
1200,789.84,0,20.8,96.1
1215,798,0,21.1,95.9
1230,794.88,0,21.3,95.1
1245,789.6,0,21.4,94.8
1300,770.16,0,21.5,94.4
1315,782.88,0,21.6,94.2
1330,803.04,0,21.9,93.9
1345,797.52,0,22,94.2
1400,792.72,8,22.2,93.6
1415,782.4,9,22.5,92.1
1430,775.68,3,22.9,90.1
1445,791.28,12,23.2,87
1500,789.12,11,23.5,87
1515,794.64,16,23.9,84.2
1530,774.24,12,24.3,82.6
1545,779.52,16,24.3,80.4
1600,774.72,7,24.4,79.6
1615,778.8,13,24.3,79.2
1630,761.28,18,24.2,80
1645,737.28,4,24.6,77.6
1700,743.28,6,24.7,76.2
1715,733.92,0,25,76.6
1730,730.8,12,24.6,79.9
1745,688.56,6,24.9,80
1800,657.12,8,25.5,77
1815,618.72,15,25.7,72.9
1830,609.84,15,26.1,72.3
1845,612,4,25.7,72.3
1900,592.08,7,26.1,75.4
1915,592.08,5,26.1,77.1
1930,575.28,0,26.2,73.3
1945,557.52,21,26.3,73.6
2000,561.6,5,26.1,75.3
2015,551.76,8,26.5,73.5
2030,536.64,6,26.5,73.9
2045,522,6,26.2,75.6
2100,526.32,16,25.7,81.3
2115,514.8,9,25.6,80.5
2130,515.28,15,25.9,76.6
2145,500.4,28,25.9,76.5
2200,501.36,24,25.9,73.1
2215,487.2,5,25.5,79.6
2230,485.28,4,25.3,80.2
2245,482.64,12,25.2,78.8
2300,483.36,7,25.4,77.8
2315,472.32,1,25.2,79.5
2330,467.76,10,24.9,79.6
2345,461.28,7,24.9,80.4
2400,453.6,13,24.6,81.4
45,444,5,24.3,85.8
100,430.08,9,24.1,80.5
115,432.24,4,23.8,82.7
130,429.36,0,23.4,87
145,430.08,6,23,85.5
200,427.44,3,23,84.6
215,436.32,6,22.9,84.9
230,444.48,8,22.9,85.1
245,431.76,5,22.7,85.7
300,426.96,8,22.5,85.7
315,426.72,9,22.8,76.8
330,425.28,7,22.8,77.6
345,424.8,5,22.5,79.3
400,436.56,1,22.5,78.2
415,440.4,5,22.4,78.8
430,444.96,0,22.4,79.1
445,456.72,1,21.5,83.6
500,462,2,21.1,86.6
515,468,5,21.2,87.2
530,482.4,4,21.5,86.4
545,492.24,0,21.8,83.8
600,503.28,4,21.9,82
615,517.44,4,22.2,80
630,541.68,14,21.9,84.2
645,554.4,15,21.7,87.3
700,558.96,5,21.1,90.9
715,577.44,5,20.8,92.7
730,615.12,0,20.9,89.2
745,659.52,0,20.7,90.3
800,678.48,0,21.3,86.5
815,698.16,4,20.8,88.9
830,722.64,8,21.2,87.9
845,740.88,0,21.3,86.8
900,758.16,5,21.5,85.8
915,745.68,11,21.4,84.7
930,746.64,20,21.4,83.9
945,750,0,21.4,83.8
1000,748.08,10,21.1,85.8
1015,761.28,15,21.3,84.3
1030,751.92,3,21.2,84.1
1045,748.8,12,21.2,84.6
1100,743.52,4,21.1,84.6
1115,758.4,1,21.2,83.4
1130,742.8,5,20.9,85.9
1145,740.4,9,20.5,88.1
1200,726.96,1,20.6,88.7
1215,737.28,9,20.4,89.2
1230,742.08,5,20.1,90.1
1245,743.28,3,20.2,90
1300,732,4,20.1,90
1315,735.12,0,20.2,90.7
1330,732.96,1,20.1,89.5
1345,740.16,0,20.1,90
1400,740.88,6,20.3,89.7
1415,723.36,6,20.3,90.2
1430,721.44,1,20.7,88.2
1445,733.44,3,20.9,88.8
1500,744.48,0,21.3,85.5
1515,757.44,1,22,79.6
1530,740.16,4,22.1,79.3
1545,720.48,5,22,79.4
1600,719.52,7,22.2,78.5
1615,718.32,7,22.1,79
1630,708.48,2,22.5,75.5
1645,709.44,8,22.6,75.6
1700,704.16,13,22.5,75.9
1715,683.28,12,22.5,79
1730,667.2,6,22.5,78
1745,633.84,5,22.9,77.1
1800,616.08,0,23.5,74.3
1815,588.24,12,23.3,74.3
1830,550.56,11,23.6,71.9
1845,544.8,7,23.5,74.6
1900,533.76,2,23.1,75.5
1915,540.72,10,22.8,78
1930,550.08,4,22.3,80.6
1945,532.32,12,22.2,85
2000,521.52,14,22.4,83.7
2015,519.6,0,22.1,84
2030,507.36,11,21.8,88.7
2045,505.2,11,21.7,92.7
2100,504.24,4,22,86.4
2115,510.24,15,21.9,86.8
2130,505.68,22,21.9,86
2145,487.68,23,22,86.7
2200,475.92,23,22.1,84.3
2215,470.16,20,22,84.5
2230,460.32,7,22.2,82.9
2245,464.64,23,22,82.9
2300,456,11,21.9,82
2315,442.8,5,21.7,83.7
2330,438.48,11,21.6,83.9
2345,436.32,10,21.7,82.4
2400,432.48,1,21.9,83.8
45,335.52,5,21.7,84.5
100,316.32,2,21.6,84.7
115,326.16,5,21.7,85.4
130,323.76,0,21.4,87.7
145,326.16,11,21.1,91.3
200,321.84,1,21.2,87.2
215,316.56,11,20.9,89.9
230,319.44,5,20.8,90.8
245,317.76,3,20.9,89.4
300,314.16,5,20.4,91.1
315,330,0,20.3,92.8
330,323.76,10,20.3,92.8
345,322.32,5,20,94
400,325.68,2,20,94
415,328.8,4,19.9,94.1
430,330.72,0,20.3,92.5
445,318.72,1,20.3,92.4
500,323.28,0,20.3,93.3
515,347.76,3,20.3,92.8
530,360.48,1,20.3,93.3
545,365.76,4,20.3,92
600,361.92,0,20.4,90.7
615,374.64,0,20.5,90.8
630,391.92,0,20.4,90.8
645,388.56,4,20.3,90.8
700,391.44,7,20.1,91
715,402.24,4,20.1,91
730,410.4,3,19.8,91.6
745,403.68,7,19.9,91.3
800,494.64,0,19.9,91.7
815,522.48,0,19.7,92.8
830,504.24,7,19.5,94.6
845,507.36,0,19.8,93.5
900,506.88,0,19.7,94
915,513.12,0,19.5,94.3
930,522.24,6,19.2,94.6
945,543.84,0,19.2,94.5
1000,530.16,1,19.3,94.1
1015,533.52,3,19.5,94
1030,527.04,0,19.6,92.9
1045,552.48,8,19.6,94.3
1100,557.04,6,19.7,93.7
1115,551.52,0,19.5,93.7
1130,544.8,3,19.2,95.2
1145,543.12,5,19.2,95.5
1200,543.84,0,19.6,95
1215,547.2,1,19.6,94.5
1230,537.12,0,19.6,95.2
1245,532.56,6,19.6,95.7
1300,533.52,5,19.6,95.7
1315,530.4,0,19.5,95.9
1330,535.44,4,19.4,96.4
1345,565.92,1,19.2,96.6
1400,573.84,0,19.2,96.9
1415,552,2,19.5,96.3
1430,552.72,0,20,94.6
1445,550.56,0,20.4,92.5
1500,531.6,9,21,90.2
1515,532.8,5,21.6,88.3
1530,536.64,13,21.8,86.3
1545,526.8,8,22.3,84.2
1600,528.24,0,22.9,81.6
1615,525.12,7,23.5,77.9
1630,519.6,2,23.4,77
1645,527.28,3,24.1,74.8
1700,528.48,10,25,70.2
1715,536.4,7,25.6,67.2
1730,528,11,25.8,67.4
1745,513.36,9,25.7,65.7
1800,509.76,27,26.6,65.4
1815,508.08,24,26.2,67.1
1830,501.84,24,27,64.6
1845,512.88,21,27.3,63.7
1900,518.4,10,26.6,64.9
1915,506.64,12,27.6,62
1930,504.72,7,27.4,64.3
1945,509.52,11,27.1,65.9
2000,499.68,5,26.7,67
2015,492.96,2,26.6,66.8
2030,495.6,9,26.3,72.6
2045,491.52,3,26.4,74.2
2100,480.48,10,26.6,69.5
2115,476.16,7,26.7,70.5
2130,471.6,8,26.6,71.5
2145,476.88,3,26.7,76.1
2200,470.4,12,26.5,71.8
2215,466.56,4,27,69.3
2230,467.04,7,27.1,71.4
2245,456.24,14,27.2,72.2
2300,452.64,12,27.5,68.1
2315,450.48,7,27.5,69.8
2330,449.52,1,27.4,70.6
2345,442.08,11,27.5,68.4
2400,442.32,5,28,68.3
45,434.88,16,28.1,67.5
100,435.12,8,28.3,64.6
115,429.84,12,28.4,65.5
130,434.64,4,28.2,67.6
145,434.4,14,27.6,70.1
200,437.04,10,27.4,70.8
215,428.16,10,27,71.7
230,435.84,15,26.2,73.7
245,430.8,6,26.1,72.8
300,434.4,2,25.5,76.3
315,426.72,11,25.5,78.7
330,426,34,25.5,81.4
345,437.28,23,25.4,82.6
400,439.68,29,25.2,83.5
415,441.84,9,25,84.6
430,451.68,39,24.9,85.4
445,445.2,20,24.6,86.3
500,460.32,17,24.4,86.9
515,473.28,14,24.3,86.6
530,491.28,7,24.3,87
545,495.84,32,24.2,87.2
600,485.52,17,24.1,86.4
615,503.52,5,24.1,85.3
630,513.84,9,23.5,86.7
645,504.96,7,23.6,88.3
700,517.68,0,23.3,89.1
715,539.04,3,23.4,89.4
730,548.64,3,23.5,89.5
745,568.08,1,23.3,90.8
800,581.52,3,23.2,90.6
815,583.2,4,23.1,90.8
830,603.36,1,22.8,91.6
845,615.36,3,22.7,92.5
900,606,1,22.4,92.8
915,626.4,4,22,94.1
930,614.16,0,21.8,94.6
945,625.68,3,21.7,95
1000,635.28,0,21.6,96
1015,649.44,6,21.5,96.1
1030,649.92,6,21.6,96
1045,666.48,0,21.5,96.6
1100,676.56,2,21.3,97.1
1115,667.2,0,21.2,97.5
1130,642.24,1,21.2,97.7
1145,639.6,2,21.4,97.1
1200,660.24,6,21.5,96.9
1215,652.56,0,21.3,96.8
1230,640.56,4,21.1,97.9
1245,617.28,0,21,98.5
1300,572.4,6,20.8,98.9
1315,564,1,20.7,98.9
1330,558.72,2,20.6,99.5
1345,573.36,2,20.5,99.7
1400,564,2,20.6,99.7
1415,563.52,1,20.8,99.3
1430,564.96,0,20.7,98.9
1445,547.2,2,20.9,99.3
1500,541.92,1,21.3,98.6
1515,540.72,0,22.1,94.7
1530,542.16,1,22.6,92
1545,549.84,1,22.9,90.1
1600,544.56,4,23.6,87.2
1615,544.56,11,23.9,85.2
1630,530.64,5,24,83.1
1645,529.92,0,24.6,82.3
1700,531.84,15,25.3,80.2
1715,526.32,5,25.1,79.2
1730,539.28,12,26.3,77.1
1745,534.96,13,25.8,76.4
1800,522.24,1,26.2,76.4
1815,522.48,9,26.2,77.4
1830,510,18,27.1,73.4
1845,506.88,5,26.9,74
1900,503.28,1,27.1,75
1915,497.76,5,27.5,71.4
1930,511.68,6,28.2,67.2
1945,492.96,5,28.2,66.4
2000,491.04,3,28.7,67.2
2015,496.08,7,28.1,68.6
2030,487.2,8,28.6,67.4
2045,486.48,13,29.1,63.3
2100,482.16,3,29.2,60.7
2115,484.32,13,29.7,61.1
2130,475.2,10,30,60
2145,467.04,19,29.2,64
2200,464.16,25,29.7,63.2
2215,479.52,25,29.5,62
2230,463.2,11,30.7,58
2245,458.4,11,30.2,56.2
2300,451.92,9,30.5,55.6
2315,454.08,21,31.3,56.3
2330,451.92,33,30.9,58.1
2345,447.6,23,30.8,58.4
2400,451.92,15,30.2,59.3
45,442.32,14,30.4,61
100,442.56,20,29.9,61.4
115,434.4,18,29.6,61.8
130,435.12,16,29.6,62.4
145,436.56,25,29.7,63.2
200,446.16,18,29.3,63.4
215,434.64,20,28.2,66.9
230,432.24,14,28.2,67.4
245,432.48,27,28.3,65.6
300,430.08,18,27.9,66.2
315,428.88,16,27.6,65.7
330,429.12,20,27.2,68.2
345,424.32,17,27,68.6
400,429.84,29,26.7,70.6
415,444,18,26.6,71
430,442.8,32,26.5,70
445,438.24,3,26.6,68.3
500,443.04,17,26.2,72.1
515,453.12,2,25.5,76.5
530,464.64,5,24.9,79.6
545,475.92,3,24.4,80.7
600,483.12,2,24.4,82
615,488.64,0,24.2,82.9
630,480,3,24.1,83.1
645,483.84,3,23.8,85.4
700,482.4,1,24,85.1
715,496.8,3,24.1,84.6
730,515.52,0,23.9,85.4
745,510,5,23.7,86
800,512.16,1,23.6,87.2
815,509.52,0,23.2,88.7
830,502.8,0,23.5,87.3
845,505.92,0,23.2,87.7
900,508.8,0,23.3,87.5
915,522,0,23.1,88.7
930,516.48,0,22.8,89.5
945,507.84,3,22.8,89.6
1000,522.48,1,23,89.2
1015,529.2,0,22.7,90.2
1030,536.88,6,22.7,89.9
1045,534.96,0,22.8,89.9
1100,534.24,0,22.7,90
1115,524.88,5,22.5,90.5
1130,517.68,7,22.6,90.4
1145,516.72,2,22.5,91.3
1200,522,0,22.5,90.7
1215,514.8,1,22.4,90.4
1230,513.84,1,22.6,90
1245,531.12,2,22.5,90.5
1300,523.68,0,22.6,91.2
1315,531.6,11,22.4,92.1
1330,516.72,12,22.4,92.2
1345,520.08,2,22.6,91.2
1400,513.12,6,22.3,92.5
1415,518.88,1,22.5,92.2
1430,529.68,5,22.2,93.4
1445,515.28,12,22.5,92.5
1500,506.16,1,22.7,90.6
1515,521.76,5,22.5,92.1
1530,532.56,0,22.2,94.4
1545,529.44,5,22.6,94.5
1600,516.72,1,23,92.8
1615,519.12,7,23,92.3
1630,511.68,2,23.2,90.8
1645,510.24,0,23.3,92.1
1700,510.24,4,23.4,93
1715,510.48,5,24.3,86.4
1730,514.32,2,24.3,87.2
1745,510.72,0,24.5,84.5
1800,511.44,10,24.3,84.8
1815,520.56,6,24.1,88.8
1830,514.08,5,24.1,90.2
1845,501.36,2,23.7,94.1
1900,497.04,7,23.8,93.6
1915,500.4,10,23.7,92.8
1930,501.12,5,23.5,93.9
1945,504,1,23.5,97.2
2000,500.4,2,23.6,98.6
2015,492.72,0,23.7,97.7
2030,485.52,5,23.8,99
2045,486,10,23.5,96.8
2100,478.08,3,23.6,96.4
2115,478.32,13,23.6,98.2
2130,462.48,2,23.7,96.7
2145,469.68,0,23.6,97.9
2200,463.92,9,24,94.8
2215,459.12,2,23.8,95.1
2230,457.2,6,24.3,94.1
2245,450.96,7,23.7,95.5
2300,457.44,2,23.4,96.7
2315,454.8,5,23.2,95.1
2330,442.8,7,23.1,97.7
2345,436.8,0,23.2,99.3
2400,439.44,1,23.6,98.2
45,427.2,3,23.8,93.2
100,429.36,2,23.4,96.9
115,429.12,15,23.7,92.3
130,425.28,16,23.9,90.5
145,425.76,21,23.6,91.6
200,420,1,23.2,94.4
215,429.12,7,23.1,92.3
230,422.16,11,22.5,96.7
245,418.8,8,22.4,98.5
300,411.84,8,22.2,97.3
315,417.36,0,21.8,98.3
330,414.48,5,21.6,98.7
345,412.8,2,21.4,99.6
400,419.28,2,21.4,96.7
415,427.44,2,21.3,95.5
430,449.28,20,21.3,93.8
445,444.96,13,21.1,94.1
500,450,0,20.9,96.4
515,470.4,1,20.9,96.1
530,488.88,1,20.7,96.3
545,492.72,0,20.9,95.6
600,490.32,0,20.9,95.7
615,516.48,8,20.9,93.1
630,517.92,2,21.1,91.6
645,517.68,4,20.8,94.3
700,553.92,0,20.7,95
715,581.28,0,20.6,94.2
730,620.16,8,20.4,94.3
745,641.52,0,20.3,93.4
800,661.44,5,20.3,94.3
815,692.16,0,20.1,92.8
830,717.12,0,20.3,93
845,738.24,1,20.2,93.9
900,758.88,5,20.1,93.3
915,770.88,0,20,93.1
930,759.84,8,19.9,93.4
945,762.48,4,19.8,92.8
1000,754.32,2,19.9,93.1
1015,765.12,0,20,93.3
1030,756,6,20.4,90.7
1045,742.08,3,20.3,91.8
1100,748.32,3,20,93.1
1115,755.04,1,20.1,93.6
1130,757.68,3,19.9,94.3
1145,741.6,2,20,93.6
1200,735.12,8,19.9,94.2
1215,734.16,2,20,93.6
1230,735.36,1,19.7,94.4
1245,751.68,1,19.7,96.3
1300,746.16,1,19.4,98.4
1315,741.6,0,19.3,99.4
1330,744.72,5,19.4,99.7
1345,759.6,5,19.3,99.8
1400,767.04,2,19.2,99.9
1415,762.24,5,19.3,99.9
1430,754.8,4,19.3,99.9
1445,741.84,0,19.2,99.9
1500,754.32,5,19.3,99.9
1515,751.44,8,19.8,97.6
1530,750.96,0,19.7,97.4
1545,751.92,0,20.4,92.9
1600,744.24,16,20.1,94.9
1615,744.96,1,20.4,94.4
1630,737.52,6,20.1,98.8
1645,737.04,2,20,99.8
1700,723.36,2,20.2,99.9
1715,711.12,7,20.4,99.9
1730,696.48,7,20.8,99.9
1745,658.56,0,21.1,99.3
1800,623.52,4,21.4,97.5
1815,579.12,11,21.3,95.5
1830,573.36,10,21.4,94.5
1845,562.8,15,21.4,94.1
1900,564.72,14,21,95.5
1915,542.88,6,20.9,97.1
1930,553.2,4,20.8,98.2
1945,549.12,4,20.6,98.9
2000,540.24,0,20.3,99.4
2015,519.84,3,20.4,99.6
2030,518.16,1,20.5,99.4
2045,512.88,5,20.4,99.5
2100,518.88,3,20.6,97.9
2115,510.24,7,21,97.2
2130,493.2,5,21.2,96.2
2145,486,16,21.3,96.7
2200,474.72,7,21.6,97.2
2215,470.16,17,22.1,96.5
2230,471.6,14,22.5,95
2245,473.04,13,22.3,94.2
2300,448.56,17,22.2,93.7
2315,447.6,31,22.4,92.1
2330,418.56,17,22.6,91.4
2345,403.2,20,22.9,89.6
2400,401.04,20,22.9,89.1
45,364.08,7,23,89.4
100,363.12,12,22.6,90.5
115,360.24,11,22.5,91
130,355.44,15,22.4,89.6
145,362.16,12,22.2,90.5
200,359.76,19,22.2,90.4
215,358.56,24,22.2,90.4
230,357.36,30,22.3,89.1
245,357.12,20,22.4,88.9
300,358.8,11,22.3,90.1
315,357.36,10,22.2,91
330,360.72,9,22.1,90.6
345,369.36,5,22.1,91.7
400,384.96,13,22.2,91.9
415,372.96,7,22,91.8
430,385.92,6,21.9,91
445,389.04,13,22.7,83.7
500,407.52,10,22.5,85.5
515,424.08,10,22.6,84.7
530,433.2,19,21.7,89.2
545,445.2,2,21.2,93.6
600,447.12,8,20.8,96.3
615,458.4,11,20.4,99
630,460.56,6,20.4,99.5
645,468.72,12,20.3,99.7
700,476.88,14,20.3,99.7
715,513.6,9,20.2,99.9
730,540.72,14,20.2,99.9
745,573.36,11,20.3,99.9
800,657.36,21,20.3,99.9
815,693.36,1,20.3,99.9
830,734.4,5,20.3,99.9
845,757.44,7,20.2,99.9
900,752.4,6,20.2,99.9
915,766.08,4,20,99.9
930,768.24,9,20.1,99.9
